Review,AMBIENCE#GENERAL,DRINKS#PRICES,DRINKS#QUALITY,DRINKS#STYLE&OPTIONS,FOOD#PRICES,FOOD#QUALITY,FOOD#STYLE&OPTIONS,LOCATION#GENERAL,RESTAURANT#GENERAL,RESTAURANT#MISCELLANEOUS,RESTAURANT#PRICES,SERVICE#GENERAL
Bence buraya yolunuz düserse dönerini ve kavurmali pidesini kesinlik denemenizi öneririm.,0,0,0,0,0,1,0,0,0,0,0,0
Diger yediklerimizide begendim hepsi güzellerdi.,0,0,0,0,0,1,0,0,0,0,0,0
Kendi üretimleri manda yogurtlarinida denemenizde fayda var.,0,0,0,0,0,1,0,0,0,0,0,0
Tatlilardan ise en çok kazandibini ve kaymakli ayva tatlisini begendim.,0,0,0,0,0,1,0,0,0,0,0,0
"Fiyatlar ise sunulan hizmet, kalite ve merkezi konumundan dolayi uygun sayilir.",0,0,0,0,0,0,0,1,0,0,1,1
Öncelikle ortamini çok begendim.,1,0,0,0,0,0,0,0,0,0,0,0
"Güzel, sik ve ferah bir ortami var.",1,0,0,0,0,0,0,0,0,0,0,0
Özellikle restorantin tam ortasindaki agaç çok hosuma gitti.,1,0,0,0,0,0,0,0,0,0,0,0
O agaci korumak için gösterdiginiz çaba kesinlikle isletmenizin sayginligini fazlasiyla arttiracaktir.,1,0,0,0,0,0,0,0,0,0,0,0
Hazir ürünlerden çok yöresel ve kendi üretimleri ürünleri kullaniyor oluslari çok hosuma gitti.,0,0,0,0,0,0,1,0,0,0,0,0
Trabzon ve Rizeden gelen kavurmalar ile yapilan kasarli ve kavurmali pide beni benden aldi.,0,0,0,0,0,1,0,0,0,0,0,0
Harikaydi...,0,0,0,0,0,0,0,0,1,0,0,0
"Umdugumu degil buldugumu yedim - Arkadaslarim çok övdü, geldim yedim bitiremedim.",0,0,0,0,0,1,0,0,0,0,0,0
Yani güzel degildi.,0,0,0,0,0,1,0,0,0,0,0,0
Damak tadima hitap edemedi açikçasi.,0,0,0,0,0,1,0,0,0,0,0,0
Biberler kizartilmadan atilmis içine.,0,0,0,0,0,1,0,0,0,0,0,0
Bol yumurtali ve birkaç parça domates atilmis içine.,0,0,0,0,0,1,0,0,0,0,0,0
Adeta menemen degil biberli omlet olmus gibi.,0,0,0,0,0,1,0,0,0,0,0,0
Açik ayrani fena degildi.,0,0,1,0,0,0,0,0,0,0,0,0
Begendim diyebilirim.,0,0,0,0,0,0,0,0,1,0,0,0
Manzara disinda deneyimlenecek bir yemegi yok gereksiz pahali ve verdiginiz paraya asla degmeyen menusu var aslinda yok cunku cesit yok.,1,0,0,0,0,1,1,0,0,0,1,0
hamburgerini deneyelim dedik kendisi 35tl sunum berbat hamburgeri lezzetli degil saoganlar karamelize degil sadece patates kizartmasi guzel onu da mc donaldsta yeyin.,0,0,0,0,0,1,0,0,0,0,0,1
dün gidip yeniden kahvalti etme firsati buldugum yer.,0,0,0,0,0,0,0,0,1,0,0,0
ben arkadasim ve 2.5 yasindaki oglum rahatlikla doyduk.,0,0,0,0,0,0,1,0,0,0,0,0
bir kahvalti tabagi ile gelen çay ücretsizdi.,0,0,0,1,0,0,0,0,0,0,0,0
yukaridaki masaya ek olarak 3 bardak çay ve su dahil 42 tl ücret ödedik.,0,0,0,0,0,0,0,0,0,0,1,0
kahvalti tabagi 17.90 tl menemen 10 tl patates 8 tl.,0,0,0,0,1,0,0,0,0,0,0,0
Sani Istanbul'un dört bir kösesine yayilmis durumda.,0,0,0,0,0,0,0,0,1,0,0,0
Fakat benim çok yakinimda olmasina ragmen çok sik gitmeyi tercih etmiyorum.,0,0,0,0,0,0,0,0,1,0,0,0
Etine eyvallah fakat fiyat konusunda çok uçuklar.,0,0,0,0,0,1,0,0,0,0,1,0
Biraz daha ortamini sik hale dönüstürürlerse daha fazla müsteri çekeceklerine eminim.,1,0,0,0,0,0,0,0,0,0,0,0
Bu kadar çok ve lezzetli çay çeşidini bir arada bulmak çok güzel.,0,0,0,0,0,1,1,0,0,0,0,0
"Karaköyün dar sokak aralarında, sokağa koyduğu masalarıyla insanı farklı bir atmosfere sürüklüyor.",1,0,0,0,0,0,0,1,0,0,0,0
Servis çok özenli ve güzel.,0,0,0,0,0,0,0,0,0,0,0,1
Müşterisi genç bir kitle.,0,0,0,0,0,0,0,0,1,0,0,0
Kül tablalarının dolu ve pis durması bana Starbucks'ı hatırlattı.,0,0,0,0,0,0,0,0,0,0,0,1
Manzara'ya tabikide yıldızlı 5 !,1,0,0,0,0,0,0,0,0,0,0,0
Dekorasyon da bir o kadar güzel.,1,0,0,0,0,0,0,0,0,0,0,0
Eğer sabırlıysanız ve denize biraz daha yakın olayım diyorsanız iyi şanslar ne kadar bekleyeceğiniz bir muamma.,0,0,0,0,0,0,0,0,1,0,0,0
Tek kötü yanı bu olabilir burasının benim açımdan.,0,0,0,0,0,0,0,0,1,0,0,0
Fiyatlar gerçekten bir tık üstte ama manzara gözümü her defasında kör ediyor ve görmezden gelebiliyorum.,1,0,0,0,0,0,0,0,0,0,1,0
Aşk-ı Memnu'yu tatmayan kalmasın!,0,0,0,0,0,1,0,0,0,0,0,0
Burdaysanız mutlaka deneyin Kuş Yuvası yenmesi biraz zor bir tatlı ama o da güzel bir alternatif.,0,0,0,0,0,1,0,0,0,0,0,0
yazın dısarıda yer bulması epey zor.,1,0,0,0,0,0,0,0,0,0,0,0
fakat kızartma combosu bir harika.,0,0,0,0,0,1,0,0,0,0,0,0
sürekli kalabalik nedeniyle servis oldukca yavas.,0,0,0,0,0,0,0,0,0,0,0,1
bazen bir hesabın gelmesi bile yarım saat sürebiliyor.,0,0,0,0,0,0,0,0,0,0,0,1
Sadece ün yapmak işte hepsi bundan ibaret.,0,0,0,0,0,0,0,0,1,0,0,0
Parasıyla almıyormuş gibi davran panpa konsept esinmesi bülent ersoyun fevkinde,1,0,0,0,0,0,0,0,0,0,0,0
"3 arkadaş yaz başı gittik,döner kısma oturduk 7-8 dakika sipariş almaya gelen olmadı.",0,0,0,0,0,0,0,0,0,0,0,1
Bi dakka bekleyin işim var görüyorsunuz tarzı bir fırça.,0,0,0,0,0,0,0,0,0,0,0,1
Evet yemekler lezzetli ortam guzel fakat hafta sonu gittigimiz icin midir bilmemm cok kalabalikti.,1,0,0,0,0,1,0,0,0,0,0,0
Calisanlar pek ilgili degildi hesabi tam 17482 garsona soylememize ragmen yarim saat sonra geldi abartisiz.,0,0,0,0,0,0,0,0,0,0,0,1
içecek çeşitliliği konusunda biraz yetersiz ancak fiyat olarak tartışmasız çevresine göre çok çok ucuz.,0,0,0,1,0,0,0,0,0,0,1,0
civarda sıcaktan bunalıp serinlemek istiyorsanız boğazın kenarındaki masalardan birine oturup canlı müzik eşliğinde soğuk birşeyler içebilirsiniz.,0,0,0,0,0,0,0,0,1,0,0,0
Türk kahvesi de fena değil.,0,0,1,0,0,0,0,0,0,0,0,0
"Manzarasi ve dizayni guzel fakat garsonlar ilgisiz, porsiyonlar cok kucuk ve pahali.",1,0,0,0,0,0,1,0,0,0,1,1
Lezzet eh iste.,0,0,0,0,0,1,0,0,0,0,0,0
Ozetle manzara disinda bisey yok.,1,0,0,0,0,0,0,0,1,0,0,0
Happy hour icin vazgecilmez nokta.,0,0,0,0,0,0,0,0,1,0,0,0
Bence burgerleri ve pizzasi Kanyon'da yenebilecek acik ara en iyi.,0,0,0,0,0,1,0,0,0,0,0,0
Zincirler icinde tek tercih edilebilir yer.,0,0,0,0,0,0,0,0,1,0,0,0
Adi her ne kadar pizzaci olsa da ne yazik ki pizzalar ortalama.,0,0,0,0,0,1,0,0,0,0,0,0
Neden bu kadar popüler oldugunu anlamiyorum.,0,0,0,0,0,0,0,0,1,0,0,0
Num Num gerçegi - Yediginiz herseyin hakkini verdikleri bir gerçek.,0,0,0,0,0,1,0,0,0,0,0,0
Yemeklerin doyuruculugu ve lezzeti tartisilmaz ancak ögle saatlerinde yer bulmakta oldukça sikintili.,1,0,0,0,0,1,0,0,0,0,0,0
Manzaraya da sufleye de bayildik.,1,0,0,0,0,1,0,0,0,0,0,0
Karsida isiklariyla Rumeli Hisari ve köprü manzarasi esliginde bir aksamüstü Big Chefs'te oturmak çok keyifliydi.,1,0,0,0,0,0,0,0,0,0,0,0
"Sufle 13,5 lira, çay 4,5 lira.",0,1,0,0,1,0,0,0,0,0,0,0
Burada sulu yemek yok.,0,0,0,0,0,0,1,0,0,0,0,0
Gençler ve ögrenciler için fiyatlari daha uygun tutmuslar.,0,0,0,0,0,0,0,0,0,0,1,0
Lahmacun döner burger pide ve köfte çesitleri mevcut.,0,0,0,0,0,0,1,0,0,0,0,0
Iftar menüsü 80 TL.,0,0,0,0,1,0,0,0,0,0,0,0
Ezogelin çorba çok tuzluydu.,0,0,0,0,0,1,0,0,0,0,0,0
Ve erken servis edildigi için iftara kadar sogudu.,0,0,0,0,0,0,0,0,0,0,0,1
Içli köfte ve pirzola güzeldi.,0,0,0,0,0,1,0,0,0,0,0,0
Servis elemanlari yetersiz oldugu için yavasti.,0,0,0,0,0,0,0,0,0,0,0,1
Her seyden öte böyle bir mekana bu tuvaletler hiç yakismiyor,1,0,0,0,0,0,0,0,0,0,0,0
"Bir yer düşünün ki içecekler bardakla geliyor, garsonlar suratsız ve Islak mendil bulunmuyor sebepsiz yere -_- buraya ne olmuş böyle !",0,0,0,1,0,0,0,0,0,0,0,1
Hayal kırıklığı,0,0,0,0,0,0,0,0,1,0,0,0
"Civardaki restorantlardan pek bir farkı yok, servisi yavaş.",0,0,0,0,0,0,0,0,0,0,0,1
Her deniz ürününü karıştırıp önünüze getiriyorlar.,0,0,0,0,0,0,1,0,0,0,0,0
Açıkçası hicbirinin tadını tam alamiyorsunuz.,0,0,0,0,0,0,1,0,0,0,0,0
Balik ve deniz ürünlerini çok sevmeyenler Balik KFCsi kıvamında olduğu ve Kızartma bol olduğu için sevebilirler.,0,0,0,0,0,0,1,0,0,0,0,0
Sadece soya soslu somon başarılıydı.,0,0,0,0,0,1,0,0,0,0,0,0
"Kisin iç kismi dag evini animsatan, yazin bahçesi yesillikler icersinde ve ferah olan, açik büfe kahvaltisi zengin çesitleriyle bir hayli rabet gören, bunun haricinde genellikle nargile severlerin ugrak mekani olan tatli bir cafe.",1,0,0,0,0,0,1,0,1,0,0,0
"Utanmadan bozuk içli köfte, acilasmis tereyagi servis edebilen bir mekan...",0,0,0,0,0,1,0,0,0,0,0,0
Garsonu bu kadar uyardigimizda ise sadece iletirim dedi.,0,0,0,0,0,0,0,0,0,0,0,1
Özür bile dilemediler.,0,0,0,0,0,0,0,0,0,0,0,1
Machiato dediğim halde yerine espresso servis eden işletme.,0,0,0,0,0,0,0,0,0,0,0,1
"Boş bardak, fincan, tabak masada bekliyor, toplayan yok.",0,0,0,0,0,0,0,0,0,0,0,1
"Menüdeki çeşitleri sorunca, o yok, bu yok, onun yerine şunu verelim, bunu verelim.",0,0,0,0,0,0,1,0,0,0,0,0
"Kirli, iyi yıkanmamış bardakla çay servisi.",0,0,0,0,0,0,0,0,0,0,0,1
Mado'nun genel hastalıklarının bir araya gelmiş hali gibi.,0,0,0,0,0,0,0,0,1,0,0,0
Manzara satıyor burada da.,1,0,0,0,0,0,0,0,1,0,0,0
Yoksa Mado'ların kötü bir örneği.,0,0,0,0,0,0,0,0,1,0,0,0
Ev yemekleri hergün farkli - Tipki anne eli degmis gibi lezzetli ev yemekleri...,0,0,0,0,0,1,1,0,0,0,0,0
Mekan çok küçük hemen doluyor.,1,0,0,0,0,0,0,0,0,0,0,0
Öglenleri yer bulamadigimiz çok oluyor.,0,0,0,0,0,0,0,0,0,0,0,1
Genelde ürünler lezzetli ve fiyat da uygun .,0,0,0,0,1,1,0,0,0,0,0,0
Öglen için tercih edilebilir ama 12yi çok geçirmemek gerekiyor...,0,0,0,0,0,0,0,0,1,0,0,1
"Cok guzel sirin bir mekan yemekler kokteyliler super manzara cok iyi, tabiki bu guzel seyler icin sira bekleyebilirsiniz.",1,0,1,0,0,1,0,0,0,0,0,0
Malzemeler güzel ama hamuru çok sevemedim.,0,0,0,0,0,0,1,0,0,0,0,0
Genel olarak mekan şirin.,1,0,0,0,0,0,0,0,0,0,0,0
Alkol olsa daha tutulabilirler.,0,0,0,1,0,0,0,0,0,0,0,0
Hayatımın en pahalı yemeğini yediğim restoran.,0,0,0,0,1,0,0,0,0,0,0,0
Yemekler lezzetli olmasına rağmen FSM köprüsünün başınızın üstünde zebellah gibi durması manzaranın keyfini kaçırmakta.,1,0,0,0,0,1,0,0,0,0,0,0
Yemek porsiyonları çok küçük.,0,0,0,0,0,0,1,0,0,0,0,0
Vale hizmeti var.,0,0,0,0,0,0,0,0,0,0,0,1
Rock'n Roll burger yedim.,0,0,0,0,0,1,0,0,0,0,0,0
Burger ekmegi yumusamis dagiliyordu.,0,0,0,0,0,1,0,0,0,0,0,0
Icinde ki sos da pek bi istah acici degildi.,0,0,0,0,0,1,0,0,0,0,0,0
Ortami guzel gidilecekse onun icin gidelebilir.,1,0,0,0,0,0,0,0,0,0,0,0
"Mekan enteresan bir havaya sahip , haftaici aksamlari abiler ellerinde nargilelerle çayla muhabbetin dibine vururken.",1,0,0,0,0,0,0,0,0,0,0,0
Hafta sonu sabahlari ozellikle evli ve cocuklu ciftlerin kahvalti merkezi oluyor.,0,0,0,0,0,0,0,0,1,0,0,0
Yemeklerini ve caylarini begendigim.,0,0,1,0,0,1,0,0,0,0,0,0
Fiyat olarak gayet mantikli bir isletme.,0,0,0,0,0,0,0,0,0,0,1,0
Tavsiyemdir,0,0,0,0,0,0,0,0,1,0,0,0
Kendilerine özel biraları mevcut olsaydı belki daha güzel olurdu ama standart biralardan içmek durumunda kaldık.,0,0,0,1,0,0,0,0,0,0,0,0
Bunun haricinde servis iyi garsonlar güleryüzlü ve rahat bir mekan.,1,0,0,0,0,0,0,0,0,0,0,1
Yemekler de farklı tadlar var.,0,0,0,0,0,0,1,0,0,0,0,0
Cuma iş çıkışı arkadaşlarla takılmalık bir mekan.,1,0,0,0,0,0,0,0,0,0,0,0
Çok fazla lezzetli alternatifi bulunan menüsünü seviyorum.,0,0,0,0,0,1,1,0,0,0,0,0
Citys'in alt katındayken tanıdık sevdik.,0,0,0,0,0,0,0,0,1,0,0,0
"Magnolia'sı ayrı, limonatası ayrı güzel.",0,0,1,0,0,1,0,0,0,0,0,0
Bir peynirli tostu bile çok özenle sunuyorlar.,0,0,0,0,0,0,0,0,0,0,0,1
Somon ızgarasına 4 puan.,0,0,0,0,0,1,0,0,0,0,0,0
Hem sağlıklı hem de doyurucu.,0,0,0,0,0,1,0,0,0,0,0,0
Güzel bir öğle yemeği molası.,0,0,0,0,0,1,0,0,0,0,0,0
Bahçesi de güzel.,1,0,0,0,0,0,0,0,0,0,0,0
Salıncağı bile var.,1,0,0,0,0,0,0,0,0,0,0,0
Yemek üzerine de soğuk kahve iyi gidiyor.,0,0,1,0,0,0,0,0,0,0,0,0
"Boğazın en güzel yerlerinden birinde, sıcak, sempatik ve zevkli dekorasyonu ve şahane manzarası, genç müşteri kitlesi, güzel müzikleri yetmezmiş gibi güler yüzlü arkadaşca servisi de mükemmel.",1,0,0,0,0,0,0,1,0,0,0,1
Kahvaltı seçenekleri çok iyi.,0,0,0,0,0,0,1,0,0,0,0,0
Yemekleri de fena değil.,0,0,0,0,0,1,0,0,0,0,0,0
Tüm bu özelikleri göz önüne alınca fiyatlar çok makul geliyor.,0,0,0,0,0,0,0,0,0,0,1,0
"Gece, gündüz, her zaman için öneririm.",0,0,0,0,0,0,0,0,1,0,0,0
Besiktaki en hakiki pideci diyebilirim.,0,0,0,0,0,1,0,0,0,0,0,0
ben bu yuzden tatli yemegi tercih etmedim.,0,0,0,0,0,1,0,0,0,0,0,0
fiyatlari 13-17 tl arasi porsiyonlari 1.5 olarak buyutmek de mumkun.,0,0,0,0,1,0,1,0,0,0,0,0
puanimdan sirf yavas yuzunden kisiyorum!,0,0,0,0,0,0,0,0,1,0,0,1
otobus duraginin hemen karsisinda yeri cok kolay.,0,0,0,0,0,0,0,1,0,0,0,0
porsiyonu tam malzemesi bol hamuru citir citir fakat servis icin ayni hosnutluktan bahsedemicem.,0,0,0,0,0,0,1,0,0,0,0,1
servis oldukca yavas.,0,0,0,0,0,0,0,0,0,0,0,1
yavas demek bile az kalir.,0,0,0,0,0,0,0,0,0,0,0,1
az vaktiniz varsa kesinlikle ogle saatlerinde ugramayiniz.,0,0,0,0,0,0,0,0,0,0,0,1
besiktas da yiyebilceniz en iyi pide ama odun atesinde pisenin yerini tutmuyor tabiki.,0,0,0,0,0,1,1,0,0,0,0,0
tatli secenekleri de mevcur sufle ve kunefe var menu de var da pide o kadar gec gelince insani tatli siparisi dusunduruyor.,0,0,0,0,0,0,1,0,0,0,0,1
Eski kalitesinde olmasada hala iyi diyelim talep çok olunca ister istemez kalite ve servis vasata düşüyor etleri kenfi çiftliklerinden otopark sorun fiatlar normal,0,0,0,0,0,0,0,0,1,0,1,1
"Manzarasi icin gidilesi cafe , cok fazla yazacak bisey yok.",1,0,0,0,0,0,0,0,0,0,0,0
fiyatlar standart seviyede.,0,0,0,0,0,0,0,0,0,0,1,0
otopark sorunu yok.,0,0,0,0,0,0,0,1,0,0,0,0
sessiz sakin ve huzurlu bir mekan.,1,0,0,0,0,0,0,0,0,0,0,0
Kuru fasulyesi lezzetli.,0,0,0,0,0,1,0,0,0,0,0,0
Sutlaci tavsiye edilir.,0,0,0,0,0,1,0,0,0,0,0,0
Köftesi de kaliteli.,0,0,0,0,0,1,0,0,0,0,0,0
Sade güzel bir yer.,1,0,0,0,0,0,0,0,0,0,0,0
Çalışanlar ilgili kibar.,0,0,0,0,0,0,0,0,0,0,0,1
Ortaköye yolu düşen ugramali.,0,0,0,0,0,0,0,0,1,0,0,0
Park sorunu ciddi.,0,0,0,0,0,0,0,1,0,0,0,0
Valesi var gerçi.,0,0,0,0,0,0,0,0,0,0,0,1
Pazar sabahları brunch dışında seçeneğiniz yok.,0,0,0,0,0,0,1,0,0,0,0,0
Brunch çeşitleri ehh.,0,0,0,0,0,0,1,0,0,0,0,0
Masaya istenen sucuklu yumurtanın sucuğuna extra ücret istenmesi ayıp.,0,0,0,0,1,0,0,0,0,0,0,0
Mekanın lokasyonu on numara ama rezervasyonsuz deniz kenarı masa bulmanız imkansız.,0,0,0,0,0,0,0,1,0,0,0,0
"Böyle bir brunch için 59TL, 4 ince dilim sucuk için 5TL extra ücret mânâsız.",0,0,0,0,1,0,0,0,0,0,0,0
En son kabalık bir grup halinde gittiğimizde siparişlerde karışıklık olmuştu malesef.,0,0,0,0,0,0,0,0,0,0,0,1
"Tek kelimeyle muhtesem bir lezzet, doner kesimi tam olarak usta isi.",0,0,0,0,0,1,1,0,0,0,0,0
Yagsiz ve cok lezzetli.,0,0,0,0,0,1,0,0,0,0,0,0
Yaninda getirdikleri tandir lavasi ise bugune kadar yedigim en lezzetli lavas.,0,0,0,0,0,1,0,0,0,0,0,0
Oturdugunuz gibi siparisiniz aliniyor ve hemen servis yapilmaya baslaniyor.,0,0,0,0,0,0,0,0,0,0,0,1
Ortaya ise salata ve patates kizartmasi getiriyolar.,0,0,0,0,0,0,1,0,0,0,0,0
Acik ara en iyi donerci.,0,0,0,0,0,0,0,0,1,0,0,0
Big chefs her daim şişirilmiş bir kafedir.,0,0,0,0,0,0,0,0,1,0,0,0
Çünkü size oluru olmayan fiyatlar sunar.,0,0,0,0,0,0,0,0,0,0,1,0
İsim yapmıştır çünkü pahalı olduğu için kaliteli algısı yaratır .,0,0,0,0,0,0,0,0,0,0,1,0
"Bir ayvalık tostuna 20 tl , bir kavanoz tatlıya 20 tl vs. Yazan bu mekana kesinlikle gitmem .",0,0,0,0,1,0,0,0,1,0,0,0
Çünkü bu israftan başka bir şey değil benim nazarımda .,0,0,0,0,0,0,0,0,1,0,0,0
Böyle mekanları biraz boş bırakmak lazım ki Fiyat skalasını biraz düşük aralığa taşısınlar !,0,0,0,0,0,0,0,0,0,0,1,0
"Tatlilar - Tatlilari çok güzel, tiramisu özellikle yenilmeli ama ana ögün kadar büyük geliyor dikkat!",0,0,0,0,0,1,0,0,0,0,0,0
"Unsuz çikolatali pastasi biraz agir, diyet yapanlar bulasmasin!",0,0,0,0,0,1,0,0,0,0,0,0
Yemeklerin tadi tuzu yok.,0,0,0,0,0,1,0,0,0,0,0,0
Ortam gürültüden ibaret.,1,0,0,0,0,0,0,0,0,0,0,0
Garsonlar TV izlemekten size bakmiyor.,0,0,0,0,0,0,0,0,0,0,0,1
Geçin allahaskina baska bir sürü yer var yenebilecek,0,0,0,0,0,0,0,0,1,0,0,0
Güzel - Konum olarak çok keyifli bir yer degil ancak çalisirken ögle yemekleri için bazen gidiyoruz.,0,0,0,0,0,1,0,1,0,0,0,0
"Yemeklerin lezzetine inanamayacaksiniz, pastirma ile yapilan Topkapi kebabi çok iyidir.",0,0,0,0,0,1,0,0,0,0,0,0
Koftenin hicbir ozelligi yok.,0,0,0,0,0,1,0,0,0,0,0,0
Hizmet yok guleryuz yok.,0,0,0,0,0,0,0,0,0,0,0,1
Manzaranin ekmegini yiyorlar.,1,0,0,0,0,0,0,0,1,0,0,0
Masalar dipdibe marketten dondurulmus kofte alin evinizde yiyebilirsiniz.,1,0,0,0,0,0,0,0,0,0,0,0
Siradan - Siradan kebaplari olan mekan...,0,0,0,0,0,1,0,0,0,0,0,0
Kebap için kesinlikle gidilmeli denemez ama tatlilari inanilmaz güzel.,0,0,0,0,0,1,0,0,0,0,0,0
Hizmetten cok memnun kaldik.,0,0,0,0,0,0,0,0,0,0,0,1
Herkes cok ilgili ve guler yuzluydu.,0,0,0,0,0,0,0,0,0,0,0,1
D Somon izgara ve etli quesadilla sipariz ettik.,0,0,0,0,0,1,0,0,0,0,0,0
"Somon izgaranin altinda olan kuskonmazli ispanakli sote mukemmeldi, yemek ise genel olarak guzeldi.",0,0,0,0,0,1,0,0,0,0,0,0
Etli quesadillanin ise ozellikle eti cok guzeldi.,0,0,0,0,0,1,0,0,0,0,0,0
Mutlaka bir daha gelicez :,0,0,0,0,0,0,0,0,1,0,0,0
Sevdiğim bir mekan.,0,0,0,0,0,0,0,0,1,0,0,0
"Müzikler, bahçesi, menüsü güzel.",1,0,0,0,0,0,1,0,0,0,0,0
Ferah bir ortamı var ve kalabalık buluşmalar için de uygun bir yer.,1,0,0,0,0,0,0,0,0,0,0,0
Çalışanları da güler yüzlü.,0,0,0,0,0,0,0,0,0,0,0,1
Girerken böyle bir yerle karşılaşacağınızı tahmin etmiyorsunuz konumu nedeniyle.,0,0,0,0,0,0,0,1,0,0,0,0
Sütiş'in Emirgan şubesi gibi bu şubesinin manzarası da çok güzel deniz hemen yanınızda köprü hemen sağ çaprazda :,1,0,0,0,0,0,0,0,0,0,0,0
) yemekler güzel fiyatlar da mekana göre gayet uygun.,0,0,0,0,0,1,0,0,0,0,1,0
Tavukgöğsü başarılı :,0,0,0,0,0,1,0,0,0,0,0,0
Berbat biyer rezervasyon yaptirdigim halde misafirlerime rezil oldum rezalet biyer calisanlarin tavirlari olsun ilgileri herseyi rezalet otesi,0,0,0,0,0,0,0,0,1,0,0,1
Çömlekte ev yapimi yogurtlarini mutlaka deneyin.,0,0,0,0,0,1,0,0,0,0,0,0
Eski zamanlar biraktigimiz gerçek yogurdun tadini yakalayacaksiniz.,0,0,0,0,0,1,0,0,0,0,0,0
Fiyati da saka gibi.,0,0,0,0,1,0,0,0,0,0,0,0
Mükellef bir yemek sonrasi ortalama 15-25 TL'ye mekandan çikabilirsiniz.,0,0,0,0,1,0,0,0,0,0,0,0
"Dekorasyon zevkli olmus, özellikle mekanin ortasina konuslanmis bonsai agaç beni benden aldi.",1,0,0,0,0,0,0,0,0,0,0,0
Çok iyi karsilandik ve sonuna kadar el üstünde tutulduk.,0,0,0,0,0,0,0,0,0,0,0,1
Harikasiniz arkadaslar.,0,0,0,0,0,0,0,0,1,0,0,0
) Her seyden ufak ufak tattik.,0,0,0,0,0,1,0,0,0,0,0,0
Yemeklerde favorilerim döner ve kavurmali pide oldu.,0,0,0,0,0,1,0,0,0,0,0,0
Kavurmali pide için tekrar ugrayacagim.,0,0,0,0,0,1,0,0,0,0,0,0
Tatlilarda tavuk gögsü gerçekten lezizdi.,0,0,0,0,0,1,0,0,0,0,0,0
"Irmik helvasinin da tavuk gögsünden eksigi yoktu, sekeri kivamindaydi ve hafifti.",0,0,0,0,0,1,0,0,0,0,0,0
"Buraya sık geliyorum, leventte çalışanların da çok tercih ettiği bir yer.",0,0,0,0,0,0,0,0,1,0,0,0
Yemekleri eskiden daha güzeldi özellikle mantısı çok başarılıydı.,0,0,0,0,0,1,0,0,0,0,0,0
"Ancak her gün çeşit çeşit ev yemeğinin çıkıyor olması çok cazip, ister zeytinyağlılar ister sıcak yemekler insanı her gün fast food yemekten alıkoyuyor.",0,0,0,0,0,0,1,0,0,0,0,0
"Zeytinyağlı tabağı başarılı, salatalarının da porsiyonu çok büyük tavsiye ederim.",0,0,0,0,0,1,1,0,0,0,0,0
ve oradakı koku olayına bır hal care bulamadıkları ıcın yazık olan mekandır.,1,0,0,0,0,0,0,0,0,0,0,0
Taksim'de kendi tarzına göre keyifle gidilecek mekanlardan biri.,0,0,0,0,0,0,0,0,1,0,0,0
) Hamburgeri hoşuma gidiyor ve NY steak de tavsiye edebilirim.,0,0,0,0,0,1,0,0,0,0,0,0
İçecek olarak genelde bira sevdiğim için kokteylleri için bir şey söyleyemeyeceğim.,0,0,1,0,0,0,0,0,0,0,0,0
Afiyetle!,0,0,0,0,0,1,0,0,0,0,0,0
Ben artık happy moons u beğenmiyorum.,0,0,0,0,0,0,0,0,1,0,0,0
Servisi iyiydi çalışanları güleryüzlü fakat yemeklerinden eskiden aldığım tadı almıyorum.,0,0,0,0,0,1,0,0,0,0,0,1
"Ben bi tek çilekli limonatasını beğendim, çok tavsiye etmem",0,0,1,0,0,0,0,0,1,0,0,0
Öyle bir manzara ve konum için olabilecek son mekan filizler olmalıydı.,1,0,0,0,0,0,0,0,1,0,0,0
Zaman kaybı!,0,0,0,0,0,0,0,0,1,0,0,0
Yemekleri fena degil.,0,0,0,0,0,1,0,0,0,0,0,0
Ozellikle zeytinyaglilari guzel.,0,0,0,0,0,1,0,0,0,0,0,0
Galata cevresinde zeytinyagli veya ev yemegivari yiyebilecegimiz nadir yerlerden oldugu icin tercih ediyorduk.,0,0,0,0,0,1,0,0,0,0,0,0
Ama dunyanin en yavas evlere servis hizmetini sunuyorlar.,0,0,0,0,0,0,0,0,0,0,0,1
Hele de ogle saatinde 50 ile 70 dakika beklemeye hazir olun.,0,0,0,0,0,0,0,0,0,0,0,1
Ogle saatleri degilse de 25-30 dk beklemeyi goze almak gerekiyor.,0,0,0,0,0,0,0,0,0,0,0,1
En son soyledigimiz firinda makarnasi da kuru geldikten sonra bir daha siparis vermemeye karar verdik.,0,0,0,0,0,1,0,0,0,0,0,0
"Manzarasi çok güzel , dekorasyonda çok başarılıydı , kahvaltı için gittik kahvaltı güzeldi ama omleti beğenmedim çok tatsızdı.",1,0,0,0,0,1,0,0,0,0,0,0
Geri kalan hersey tazeydi kayısı ve cevizle süslemeleri çok hoşuma gitti kahvaltıya fresh bir hava katmışlar.,0,0,0,0,0,0,0,0,0,0,0,1
Kahvaltısı için gidebilir ama garsonlar servis ederken gördüğüm kadarıyla yemek porsiyonları küçüktü ve sunum hoşuma gitmedi .,0,0,0,0,0,1,1,0,0,0,0,0
Kısacası manzarası için gidilebilinir bir yer sadece .,1,0,0,0,0,0,0,0,1,0,0,0
"İlk Evlilik yıldönümü yemeğimizi burada yemiştik, karşılama gayet güzel kibar çalışanlar.",0,0,0,0,0,0,0,0,0,0,0,1
