text,target,category,polarity,from,to
"Yemekler super lezzetli, ogle yemeginde cok kalabalik ama saat 2 sonrasinda rahat.",Yemekler~ogle yemeginde~,FOOD#QUALITY~AMBIENCE#GENERAL~,positive~negative~,0~25~,8~39~
"Bir tabaga 5 farkli cesit isteyebilirsiniz, ozellikle bugday salatasi ve havuc salatasi muhtesem mutlaka deneyin",havuc salatasi~bugday salatasi~,FOOD#QUALITY~FOOD#QUALITY~,positive~positive~,73~54~,87~69~
Istanbulda baklavanın adresi.,baklavanın~,FOOD#QUALITY~,positive~,11~,21~
"Karaköyden, Eminönünden geçerken uğramalısınız.",NULL~,RESTAURANT#GENERAL~,positive~,0~,0~
Sadece baklava değil karışık tabak yaptırın.,karışık tabak~,FOOD#QUALITY~,positive~,21~,34~
Çikolatalı baklavayıda özellikle bayanlara tavsiye ederim,Çikolatalı baklavayıda~,FOOD#QUALITY~,positive~,0~,22~
"yurtdisindan gelen misafirlerimi memnun etmesiyle,manzarasiyla ve tabii ki meze ve yemekleriyle begenimi kazanmis oldu gelinir tadilir calan muzikler guzel ayari sohbetle hos bir fon oluyor.",manzarasiyla~meze ve yemekleriyle~muzikler~,AMBIENCE#GENERAL~FOOD#QUALITY~AMBIENCE#GENERAL~,positive~positive~positive~,50~75~141~,62~95~149~
Burayi seviyorum gerçekten.,Burayi~,RESTAURANT#GENERAL~,positive~,0~,6~
ortaya karisik söylerseniz herseyin tadina bakabilirsiniz.
Hersey lezzetli statüsüne çok yakin.,Hersey~,FOOD#QUALITY~,positive~,0~,6~
Keyifli vakit geçirirsiniz emin olun.,vakit geçirirsiniz~,RESTAURANT#GENERAL~,positive~,8~,26~
"Bira dışında başka bir şey içmenizi istemeyen mekan, bira 7,8 lira iken votka 25, şarap 17.5...",votka~şarap~,DRINKS#PRICES~DRINKS#PRICES~,negative~negative~,72~82~,77~87~
"Onun dışında, belirli bir saatten sonra müzik sağır edici seviyeye ulaşmakta.",müzik~,AMBIENCE#GENERAL~,negative~,40~,45~
Balıklarından daha çok kendine has mezeleriyle ön plana çıkmış Alkolsüz bir Balıkçı .,mezeleriyle~,FOOD#STYLE_OPTIONS~,positive~,35~,46~
mezeleri gerçekten standartların üzerinde mekan neredeyse her gün akşam saatlerinde yoğun oluyor .,mezeleri~,FOOD#QUALITY~,positive~,0~,8~
bunun haricinde çalışanların ilgiside gayet iyi,çalışanların ilgiside~,SERVICE#GENERAL~,positive~,16~,37~
Tam bir hayal kırıklığı.,NULL~,RESTAURANT#GENERAL~,negative~,0~,0~
Combo tabağı hayalleriyle gittik ve şaka gibi içinde iki üç parça olan çok lezzetsiz bir tabak geldi.,tabak~,FOOD#QUALITY~,negative~,89~,94~
Hamburgerleri vasat.,Hamburgerleri~,FOOD#QUALITY~,neutral~,0~,13~
Çok çok kötü,NULL~,RESTAURANT#GENERAL~,negative~,0~,0~
Sütiştir dedik kahvaltı yapalım dedik pişman olduk valla.,kahvaltı~,RESTAURANT#GENERAL~,negative~,15~,23~
Porsiyonları çok küçük fiyatlar çok Pahalı.,Porsiyonları~fiyatlar~,FOOD#STYLE_OPTIONS~AMBIENCE#GENERAL~,negative~negative~,0~23~,12~31~
Garsonlar ilgisiz çayları kötü.,Garsonlar~çayları~,SERVICE#GENERAL~DRINKS#QUALITY~,negative~negative~,0~18~,9~25~
Arada bir belki tatlı yemeye gidilebilir.,tatlı~,FOOD#QUALITY~,positive~,16~,21~
O da manzarası için.,manzarası~,AMBIENCE#GENERAL~,positive~,5~,14~
Egzotik çayları seviyorsanız mutlaka uğramanız gereken bir mekan.,çayları~,DRINKS#STYLE_OPTIONS~,positive~,8~,15~
Bourbon vanilla ve Irish Malt tavsiye ettiğim çaylar arasında.,Bourbon vanilla~Irish Malt~,DRINKS#QUALITY~DRINKS#QUALITY~,positive~positive~,0~19~,15~29~
"Servis kaliteli, çalışanları ise inanılmaz ilgili.",çalışanları~Servis~,SERVICE#GENERAL~SERVICE#GENERAL~,positive~positive~,17~0~,28~6~
Sevdiğiniz çayların bazılarını paket olarak satın alabiliyorsunuz da.,çayların~,DRINKS#STYLE_OPTIONS~,positive~,11~,19~
Mekandaki müzik seçimleri de harika.,müzik seçimleri~,AMBIENCE#GENERAL~,positive~,10~,25~
Bazen inanılmaz kalabalık olabiliyor haliyle öyle günlerde serviste aksaklıklar yaşanabiliyor.,serviste~,SERVICE#GENERAL~,negative~,59~,67~
Mekan güzel ferah.,Mekan~,AMBIENCE#GENERAL~,positive~,0~,5~
Servis çok hızlı.,Servis~,SERVICE#GENERAL~,positive~,0~,6~
Çok fazla çeşit var.,çeşit~,FOOD#STYLE_OPTIONS~,positive~,10~,15~
Bazı çeşitler kebapla çok alakasız olabiliyor.,çeşitler~,FOOD#STYLE_OPTIONS~,negative~,5~,13~
Fiyatları makul.,Fiyatları~,RESTAURANT#PRICES~,positive~,0~,9~
Yemekler lezzetli,Yemekler~,FOOD#QUALITY~,positive~,0~,8~
"Manzara güzel,yemekler güzel ama servis berbat.",servis~yemekler~Manzara~,SERVICE#GENERAL~FOOD#QUALITY~AMBIENCE#GENERAL~,negative~positive~positive~,33~14~0~,39~22~7~
Bir defa demlik çay içmek istedik musluk suyu ile yapmışlar küf kokuyordu.,demlik çay~,DRINKS#QUALITY~,negative~,9~,19~
Sonra değiştirip damacana suyu ile yaptılar.
Kısacası berbat.,NULL~,RESTAURANT#GENERAL~,negative~,0~,0~
Sahura arkadaslarla gittik.
Açik büfe sahurdu.
"Mekani çok güzel, çesitler inanilmaz derecede bol ve lezzetli.",NULL~Mekani~çesitler~,FOOD#QUALITY~AMBIENCE#GENERAL~FOOD#STYLE_OPTIONS~,positive~positive~positive~,0~0~18~,0~6~26~
servisi gayet iyi.,servisi~,SERVICE#GENERAL~,positive~,0~,7~
"Tesis, Fethi Pasa korulugunun içinde yer aliyor.",Tesis~,LOCATION#GENERAL~,neutral~,0~,5~
Etler kalitesi ortalama.,Etler~,FOOD#QUALITY~,neutral~,0~,5~
Lezzet ortalama.,Lezzet~,FOOD#QUALITY~,neutral~,0~,6~
Neyle kıyaslanarak çok beğenildiğini merak ediyorum açıkçası.,NULL~,RESTAURANT#GENERAL~,negative~,0~,0~
Mekan güzel.,Mekan~,RESTAURANT#GENERAL~,positive~,0~,5~
Bu et bu parayı asla hak etmiyor.,et~et~,FOOD#QUALITY~FOOD#PRICES~,negative~negative~,3~3~,5~5~
Nasıl ve neden bilmiyorum Florya Şazeli'de etin daha lezzetli olduğu söyleniyor.
Oraya da gidip tadacağım.
Kuru fasulye için gidilir.,Kuru fasulye~,FOOD#QUALITY~,positive~,0~,12~
Güzel yapıyorlar.,NULL~,FOOD#QUALITY~,positive~,0~,0~
"Pilav, ayran eşliğinde iyi bir menü.",menü~,FOOD#QUALITY~,positive~,31~,35~
"Ama servis konusunda personelinden memnun değilim, bu konuda kendilerini inş.",personelinden~,SERVICE#GENERAL~,negative~,21~,34~
değiştirirler
Mart ayinin son gunu bugun berbatti burasi.,burasi~,RESTAURANT#GENERAL~,negative~,36~,42~
"Kahvaltiliklar geldi cay yok gelen menemen bozuk domatesten,kokusu tadi yenecek gibi degil, yan masada surekli onu istemistik biz gelmedi diyip durdu bizim gibi.",kokusu tadi~menemen~Kahvaltiliklar~,FOOD#QUALITY~FOOD#QUALITY~FOOD#STYLE_OPTIONS~,negative~negative~negative~,60~35~0~,71~42~14~
Normalde sevdigim bir kahvalticiydi bgn ne yedigimi anladim ne bisi!,yedigimi~,FOOD#QUALITY~,negative~,43~,51~
Nereye gitsek kararsızlığına düşmek üzereyken kurtarıcı olan mekandır Kütük Ev.,mekandır~,RESTAURANT#GENERAL~,positive~,61~,69~
"İçeriden ve dışarıdan tamamen bir dağ evini andırmasıyla egzotik bir havaya sahip olan mekanda servis nispeten hızlı, fiyatlar pahalı değil, bahçesi güzel.",bahçesi~mekanda~fiyatlar~servis~,AMBIENCE#GENERAL~AMBIENCE#GENERAL~RESTAURANT#PRICES~SERVICE#GENERAL~,positive~positive~positive~positive~,141~87~118~95~,148~94~126~101~
Kışın daha çok tercih edilebilecek bir yer ama yazın da gidilir gidilmesine.,NULL~,RESTAURANT#GENERAL~,positive~,0~,0~
Sunduklari lezzetleri ve gösterdikleri ilgi ile Küçük Ev sayesinde güzel bir aksam geçirdik.,lezzetleri~Küçük Ev~ilgi~,FOOD#QUALITY~RESTAURANT#GENERAL~SERVICE#GENERAL~,positive~positive~positive~,11~48~39~,21~56~43~
Ardindan en çok begendigim ise döner oldu.,döner~,FOOD#QUALITY~,positive~,31~,36~
Gayet lezzetliydi.,NULL~,FOOD#QUALITY~,positive~,0~,0~
Bence buraya yolunuz düserse dönerini ve kavurmali pidesini kesinlik denemenizi öneririm.,dönerini ve kavurmali pidesini~,FOOD#QUALITY~,positive~,29~,59~
Diger yediklerimizide begendim hepsi güzellerdi.,yediklerimizide~,FOOD#QUALITY~,positive~,6~,21~
Kendi üretimleri manda yogurtlarinida denemenizde fayda var.,manda yogurtlarinida~,FOOD#QUALITY~,positive~,17~,37~
Tatlilardan ise en çok kazandibini ve kaymakli ayva tatlisini begendim.,kaymakli ayva tatlisini~kazandibini~,FOOD#QUALITY~FOOD#QUALITY~,positive~positive~,38~23~,61~34~
"Fiyatlar ise sunulan hizmet, kalite ve merkezi konumundan dolayi uygun sayilir.",Fiyatlar~konumundan~hizmet~,RESTAURANT#PRICES~LOCATION#GENERAL~SERVICE#GENERAL~,positive~positive~positive~,0~47~21~,8~57~27~
Son resimde menü içerigini görebilirsiniz.
Öncelikle ortamini çok begendim.,ortamini~,AMBIENCE#GENERAL~,positive~,10~,18~
"Güzel, sik ve ferah bir ortami var.",ortami~,AMBIENCE#GENERAL~,positive~,24~,30~
Özellikle restorantin tam ortasindaki agaç çok hosuma gitti.,agaç~,AMBIENCE#GENERAL~,positive~,38~,42~
Bence asla kesilmemesi lazim.
O agaci korumak için gösterdiginiz çaba kesinlikle isletmenizin sayginligini fazlasiyla arttiracaktir.,çaba~,AMBIENCE#GENERAL~,positive~,35~,39~
Hazir ürünlerden çok yöresel ve kendi üretimleri ürünleri kullaniyor oluslari çok hosuma gitti.,ürünleri~,FOOD#STYLE_OPTIONS~,positive~,49~,57~
Trabzon ve Rizeden gelen kavurmalar ile yapilan kasarli ve kavurmali pide beni benden aldi.,kasarli ve kavurmali pide~,FOOD#QUALITY~,positive~,48~,73~
Harikaydi...,NULL~,RESTAURANT#GENERAL~,positive~,0~,0~
"Umdugumu degil buldugumu yedim - Arkadaslarim çok övdü, geldim yedim bitiremedim.",NULL~,FOOD#QUALITY~,negative~,0~,0~
Yani güzel degildi.,NULL~,FOOD#QUALITY~,negative~,0~,0~
Damak tadima hitap edemedi açikçasi.,NULL~,FOOD#QUALITY~,negative~,0~,0~
Biberler kizartilmadan atilmis içine.,Biberler~,FOOD#QUALITY~,negative~,0~,8~
Bol yumurtali ve birkaç parça domates atilmis içine.,domates~,FOOD#QUALITY~,negative~,30~,37~
Adeta menemen degil biberli omlet olmus gibi.,menemen~,FOOD#QUALITY~,negative~,6~,13~
Açik ayrani fena degildi.,Açik ayrani~,DRINKS#QUALITY~,neutral~,0~,11~
Begendim diyebilirim.,NULL~,RESTAURANT#GENERAL~,positive~,0~,0~
Manzara disinda deneyimlenecek bir yemegi yok gereksiz pahali ve verdiginiz paraya asla degmeyen menusu var aslinda yok cunku cesit yok.,Manzara~cesit~NULL~yemegi~,AMBIENCE#GENERAL~FOOD#STYLE_OPTIONS~RESTAURANT#PRICES~FOOD#QUALITY~,positive~negative~negative~negative~,0~126~0~35~,7~131~0~41~
hamburgerini deneyelim dedik kendisi 35tl sunum berbat hamburgeri lezzetli degil saoganlar karamelize degil sadece patates kizartmasi guzel onu da mc donaldsta yeyin.,patates kizartmasi~sunum~hamburgeri~,FOOD#QUALITY~SERVICE#GENERAL~FOOD#QUALITY~,positive~negative~negative~,115~42~0~,133~47~10~
dün gidip yeniden kahvalti etme firsati buldugum yer.,yer~,RESTAURANT#GENERAL~,positive~,49~,52~
iki kisi olarak bir kahvalti tabagina ek bir sepet patates ve bir menemen söyledik.
ben arkadasim ve 2.5 yasindaki oglum rahatlikla doyduk.,doyduk~,FOOD#STYLE_OPTIONS~,positive~,48~,54~
bir kahvalti tabagi ile gelen çay ücretsizdi.,çay~,DRINKS#STYLE_OPTIONS~,positive~,30~,33~
yukaridaki masaya ek olarak 3 bardak çay ve su dahil 42 tl ücret ödedik.,ücret~,RESTAURANT#PRICES~,neutral~,59~,64~
kahvalti tabagi 17.90 tl menemen 10 tl patates 8 tl.,patates~menemen~kahvalti tabagi~,FOOD#PRICES~FOOD#PRICES~FOOD#PRICES~,neutral~neutral~neutral~,39~25~0~,46~32~15~
Sani Istanbul'un dört bir kösesine yayilmis durumda.,Sani~,RESTAURANT#GENERAL~,positive~,0~,4~
Fakat benim çok yakinimda olmasina ragmen çok sik gitmeyi tercih etmiyorum.,NULL~,RESTAURANT#GENERAL~,neutral~,0~,0~
Etine eyvallah fakat fiyat konusunda çok uçuklar.,fiyat~Etine~,RESTAURANT#PRICES~FOOD#QUALITY~,negative~positive~,21~0~,26~5~
Biraz daha ortamini sik hale dönüstürürlerse daha fazla müsteri çekeceklerine eminim.,ortamini~,AMBIENCE#GENERAL~,negative~,11~,19~
Bu kadar çok ve lezzetli çay çeşidini bir arada bulmak çok güzel.,çay~çay~,FOOD#QUALITY~FOOD#STYLE_OPTIONS~,positive~positive~,25~25~,28~28~
"Karaköyün dar sokak aralarında, sokağa koyduğu masalarıyla insanı farklı bir atmosfere sürüklüyor.",atmosfere~sokak aralarında~,AMBIENCE#GENERAL~LOCATION#GENERAL~,positive~positive~,77~14~,86~30~
Servis çok özenli ve güzel.,Servis~,SERVICE#GENERAL~,positive~,0~,6~
Müşterisi genç bir kitle.,Müşterisi~,RESTAURANT#GENERAL~,neutral~,0~,9~
Kül tablalarının dolu ve pis durması bana Starbucks'ı hatırlattı.,Kül tablalarının~,SERVICE#GENERAL~,negative~,0~,16~
Manzara'ya tabikide yıldızlı 5 !,Manzara'ya~,AMBIENCE#GENERAL~,positive~,0~,10~
Dekorasyon da bir o kadar güzel.,Dekorasyon~,AMBIENCE#GENERAL~,positive~,0~,10~
Eğer sabırlıysanız ve denize biraz daha yakın olayım diyorsanız iyi şanslar ne kadar bekleyeceğiniz bir muamma.,NULL~,RESTAURANT#GENERAL~,neutral~,0~,0~
Tek kötü yanı bu olabilir burasının benim açımdan.,NULL~,RESTAURANT#GENERAL~,negative~,0~,0~
Fiyatlar gerçekten bir tık üstte ama manzara gözümü her defasında kör ediyor ve görmezden gelebiliyorum.,manzara~Fiyatlar~,AMBIENCE#GENERAL~RESTAURANT#PRICES~,positive~negative~,37~0~,44~8~
Aşk-ı Memnu'yu tatmayan kalmasın!,Aşk-ı Memnu'yu~,FOOD#QUALITY~,positive~,0~,14~
Burdaysanız mutlaka deneyin Kuş Yuvası yenmesi biraz zor bir tatlı ama o da güzel bir alternatif.,Kuş Yuvası~,FOOD#QUALITY~,positive~,28~,38~
yazın dısarıda yer bulması epey zor.,yer~,AMBIENCE#GENERAL~,neutral~,15~,18~
fakat kızartma combosu bir harika.,kızartma combosu~,FOOD#QUALITY~,positive~,6~,22~
sürekli kalabalik nedeniyle servis oldukca yavas.,servis~,SERVICE#GENERAL~,negative~,28~,34~
bazen bir hesabın gelmesi bile yarım saat sürebiliyor.,hesabın gelmesi~,SERVICE#GENERAL~,negative~,10~,25~
Sadece ün yapmak işte hepsi bundan ibaret.,NULL~,RESTAURANT#GENERAL~,negative~,0~,0~
Parasıyla almıyormuş gibi davran panpa konsept esinmesi bülent ersoyun fevkinde,konsept~,AMBIENCE#GENERAL~,negative~,39~,46~
"3 arkadaş yaz başı gittik,döner kısma oturduk 7-8 dakika sipariş almaya gelen olmadı.",sipariş~,SERVICE#GENERAL~,negative~,57~,64~
"Masaları silen bir personel vardı bakarmısınız dedik,baktı ama bakmasamıydı."
Bi dakka bekleyin işim var görüyorsunuz tarzı bir fırça.,NULL~,SERVICE#GENERAL~,negative~,0~,0~
Evet yemekler lezzetli ortam guzel fakat hafta sonu gittigimiz icin midir bilmemm cok kalabalikti.,ortam~yemekler~,AMBIENCE#GENERAL~FOOD#QUALITY~,positive~positive~,23~5~,28~13~
Calisanlar pek ilgili degildi hesabi tam 17482 garsona soylememize ragmen yarim saat sonra geldi abartisiz.,hesabi~Calisanlar~,SERVICE#GENERAL~SERVICE#GENERAL~,negative~negative~,30~0~,36~10~
içecek çeşitliliği konusunda biraz yetersiz ancak fiyat olarak tartışmasız çevresine göre çok çok ucuz.,fiyat~içecek çeşitliliği~,RESTAURANT#PRICES~DRINKS#STYLE_OPTIONS~,positive~negative~,50~0~,55~18~
civarda sıcaktan bunalıp serinlemek istiyorsanız boğazın kenarındaki masalardan birine oturup canlı müzik eşliğinde soğuk birşeyler içebilirsiniz.,NULL~,RESTAURANT#GENERAL~,positive~,0~,0~
Türk kahvesi de fena değil.,Türk kahvesi~,DRINKS#QUALITY~,positive~,0~,12~
"Manzarasi ve dizayni guzel fakat garsonlar ilgisiz, porsiyonlar cok kucuk ve pahali.",Manzarasi ve dizayni~porsiyonlar~garsonlar~NULL~,AMBIENCE#GENERAL~FOOD#STYLE_OPTIONS~SERVICE#GENERAL~RESTAURANT#PRICES~,positive~negative~negative~negative~,0~52~33~0~,20~63~42~0~
Arap turistlerin ugrak mekani.
Lezzet eh iste.,Lezzet~,FOOD#QUALITY~,neutral~,0~,6~
Ozetle manzara disinda bisey yok.,manzara~NULL~,AMBIENCE#GENERAL~RESTAURANT#GENERAL~,positive~negative~,7~0~,14~0~
Happy hour icin vazgecilmez nokta.,Happy hour~,RESTAURANT#GENERAL~,positive~,0~,10~
Bence burgerleri ve pizzasi Kanyon'da yenebilecek acik ara en iyi.,burgerleri ve pizzasi~,FOOD#QUALITY~,positive~,6~,27~
Zincirler icinde tek tercih edilebilir yer.,yer~,RESTAURANT#GENERAL~,positive~,39~,42~
Adi her ne kadar pizzaci olsa da ne yazik ki pizzalar ortalama.,pizzalar~,FOOD#QUALITY~,neutral~,45~,53~
Neden bu kadar popüler oldugunu anlamiyorum.,NULL~,RESTAURANT#GENERAL~,negative~,0~,0~
Hatta bazi pizzalarda dominosun benzerleri tercih edilebilir.
Num Num gerçegi - Yediginiz herseyin hakkini verdikleri bir gerçek.,Yediginiz herseyin~,FOOD#QUALITY~,positive~,18~,36~
Yemeklerin doyuruculugu ve lezzeti tartisilmaz ancak ögle saatlerinde yer bulmakta oldukça sikintili.,Yemeklerin doyuruculugu ve lezzeti~yer bulmakta~,FOOD#QUALITY~AMBIENCE#GENERAL~,positive~negative~,0~70~,34~82~
Manzaraya da sufleye de bayildik.,Manzaraya~sufleye~,AMBIENCE#GENERAL~FOOD#QUALITY~,positive~positive~,0~13~,9~20~
Karsida isiklariyla Rumeli Hisari ve köprü manzarasi esliginde bir aksamüstü Big Chefs'te oturmak çok keyifliydi.,Big Chefs'te oturmak~köprü manzarasi~,AMBIENCE#GENERAL~AMBIENCE#GENERAL~,positive~positive~,77~37~,97~52~
"Sufle 13,5 lira, çay 4,5 lira.","4,5 lira~13,5 lira~",DRINKS#PRICES~FOOD#PRICES~,neutral~neutral~,21~6~,29~15~
Levent çarsinin içinde bulunan express daha genç bir görünüme sahip.
Özellikle paket servisi için açilmis.
Burada sulu yemek yok.,sulu yemek~,FOOD#STYLE_OPTIONS~,neutral~,7~,17~
Gençler ve ögrenciler için fiyatlari daha uygun tutmuslar.,fiyatlari~,RESTAURANT#PRICES~,positive~,27~,36~
Lahmacun döner burger pide ve köfte çesitleri mevcut.,çesitleri~,FOOD#STYLE_OPTIONS~,positive~,36~,45~
Iftar menüsü 80 TL.,Iftar menüsü~,FOOD#PRICES~,neutral~,0~,12~
Ezogelin çorba çok tuzluydu.,Ezogelin çorba~,FOOD#QUALITY~,negative~,0~,14~
Ve erken servis edildigi için iftara kadar sogudu.,servis edildigi~,SERVICE#GENERAL~,negative~,9~,24~
Içli köfte ve pirzola güzeldi.,Içli köfte ve pirzola~,FOOD#QUALITY~,positive~,0~,21~
Servis elemanlari yetersiz oldugu için yavasti.,Servis~,SERVICE#GENERAL~,negative~,0~,6~
Her seyden öte böyle bir mekana bu tuvaletler hiç yakismiyor,tuvaletler~,AMBIENCE#GENERAL~,negative~,35~,45~
"Bir yer düşünün ki içecekler bardakla geliyor, garsonlar suratsız ve Islak mendil bulunmuyor sebepsiz yere -_- buraya ne olmuş böyle !",içecekler~garsonlar~,DRINKS#STYLE_OPTIONS~SERVICE#GENERAL~,negative~negative~,19~47~,28~56~
Hayal kırıklığı,NULL~,RESTAURANT#GENERAL~,negative~,0~,0~
Bir kaç kez yemek yeme fırsatı bulduğum mekan.
"Civardaki restorantlardan pek bir farkı yok, servisi yavaş.",servisi~,SERVICE#GENERAL~,negative~,45~,52~
Fiyatlar da aynı şekilde civardakilerle hemen hemen aynı.
Her deniz ürününü karıştırıp önünüze getiriyorlar.,deniz ürününü~,FOOD#STYLE_OPTIONS~,neutral~,4~,17~
Açıkçası hicbirinin tadını tam alamiyorsunuz.,NULL~,FOOD#STYLE_OPTIONS~,negative~,0~,0~
Balik ve deniz ürünlerini çok sevmeyenler Balik KFCsi kıvamında olduğu ve Kızartma bol olduğu için sevebilirler.,Kızartma~,FOOD#STYLE_OPTIONS~,positive~,74~,82~
Sadece soya soslu somon başarılıydı.,soya soslu somon~başarılıydı~,FOOD#QUALITY~FOOD#QUALITY~,positive~negative~,7~24~,23~35~
"Kisin iç kismi dag evini animsatan, yazin bahçesi yesillikler icersinde ve ferah olan, açik büfe kahvaltisi zengin çesitleriyle bir hayli rabet gören, bunun haricinde genellikle nargile severlerin ugrak mekani olan tatli bir cafe.",cafe~bahçesi~açik büfe kahvaltisi~,RESTAURANT#GENERAL~AMBIENCE#GENERAL~FOOD#STYLE_OPTIONS~,positive~positive~positive~,225~42~87~,229~49~107~
"Utanmadan bozuk içli köfte, acilasmis tereyagi servis edebilen bir mekan...",içli köfte~tereyagi~,FOOD#QUALITY~FOOD#QUALITY~,negative~negative~,16~38~,26~46~
Garsonu bu kadar uyardigimizda ise sadece iletirim dedi.,Garsonu~,SERVICE#GENERAL~,negative~,0~,7~
Özür bile dilemediler.,NULL~,SERVICE#GENERAL~,negative~,0~,0~
Machiato dediğim halde yerine espresso servis eden işletme.,servis eden~,SERVICE#GENERAL~,negative~,39~,50~
"Boş bardak, fincan, tabak masada bekliyor, toplayan yok.",toplayan~,SERVICE#GENERAL~,negative~,43~,51~
"Menüdeki çeşitleri sorunca, o yok, bu yok, onun yerine şunu verelim, bunu verelim.",NULL~,FOOD#STYLE_OPTIONS~,negative~,0~,0~
"Kirli, iyi yıkanmamış bardakla çay servisi.",çay servisi~,SERVICE#GENERAL~,negative~,31~,42~
Mado'nun genel hastalıklarının bir araya gelmiş hali gibi.,NULL~,RESTAURANT#GENERAL~,negative~,0~,0~
Manzara satıyor burada da.,satıyor~Manzara~,RESTAURANT#GENERAL~AMBIENCE#GENERAL~,negative~positive~,8~0~,15~7~
Yoksa Mado'ların kötü bir örneği.,örneği~,RESTAURANT#GENERAL~,negative~,26~,32~
"Haklarını yemeyelim, iki günlük gazete bulup okuyabildik."
Ev yemekleri hergün farkli - Tipki anne eli degmis gibi lezzetli ev yemekleri...,ev yemekleri~Ev yemekleri~,FOOD#QUALITY~FOOD#STYLE_OPTIONS~,positive~positive~,65~0~,77~12~
Mekan çok küçük hemen doluyor.,Mekan~,AMBIENCE#GENERAL~,negative~,0~,5~
Öglenleri yer bulamadigimiz çok oluyor.,yer bulamadigimiz~,SERVICE#GENERAL~,negative~,10~,27~
Genelde ürünler lezzetli ve fiyat da uygun .,ürünler~fiyat~,FOOD#QUALITY~FOOD#PRICES~,positive~positive~,8~28~,15~33~
Öglen için tercih edilebilir ama 12yi çok geçirmemek gerekiyor...,NULL~NULL~,SERVICE#GENERAL~RESTAURANT#GENERAL~,negative~positive~,0~0~,0~0~
"Cok guzel sirin bir mekan yemekler kokteyliler super manzara cok iyi, tabiki bu guzel seyler icin sira bekleyebilirsiniz.",manzara~yemekler~kokteyliler~mekan~,AMBIENCE#GENERAL~FOOD#QUALITY~DRINKS#QUALITY~AMBIENCE#GENERAL~,positive~positive~positive~positive~,53~26~35~20~,60~34~46~25~
Mantarlı pizzaya ( porchini ve kestane) sucuk eklettim.
Malzemeler güzel ama hamuru çok sevemedim.,Malzemeler~hamuru~,FOOD#STYLE_OPTIONS~FOOD#STYLE_OPTIONS~,positive~negative~,0~21~,10~27~
Sanki hazır gibi geldi.
Genel olarak mekan şirin.,mekan~,AMBIENCE#GENERAL~,positive~,13~,18~
Fiyatlar upper crust ayarında ama lezzet ve ölçü farklı.
Karşılaştırırsak; bence upper crust hamur ve ölçü olarak daha iyi.
Alkol olsa daha tutulabilirler.,Alkol~,DRINKS#STYLE_OPTIONS~,negative~,0~,5~
Çünkü bulundukları lokasyonda rakip çok.
Hayatımın en pahalı yemeğini yediğim restoran.,yemeğini~,FOOD#PRICES~,negative~,20~,28~
Yemekler lezzetli olmasına rağmen FSM köprüsünün başınızın üstünde zebellah gibi durması manzaranın keyfini kaçırmakta.,manzaranın~Yemekler~,AMBIENCE#GENERAL~FOOD#QUALITY~,negative~positive~,89~0~,99~8~
Yemek porsiyonları çok küçük.,Yemek porsiyonları~,FOOD#STYLE_OPTIONS~,negative~,0~,18~
Vale hizmeti var.,Vale hizmeti~,SERVICE#GENERAL~,neutral~,0~,12~
Hayatınızda bir defa gidilebilecek bir yer.
Rock'n Roll burger yedim.,Rock'n Roll burger~,FOOD#QUALITY~,neutral~,0~,18~
Burger ekmegi yumusamis dagiliyordu.,Burger ekmegi~,FOOD#QUALITY~,negative~,0~,13~
Icinde ki sos da pek bi istah acici degildi.,sos~,FOOD#QUALITY~,negative~,10~,13~
Ortami guzel gidilecekse onun icin gidelebilir.,Ortami~,AMBIENCE#GENERAL~,positive~,0~,6~
"Mekan enteresan bir havaya sahip , haftaici aksamlari abiler ellerinde nargilelerle çayla muhabbetin dibine vururken.",Mekan~,AMBIENCE#GENERAL~,neutral~,0~,5~
Hafta sonu sabahlari ozellikle evli ve cocuklu ciftlerin kahvalti merkezi oluyor.,kahvalti merkezi~,RESTAURANT#GENERAL~,neutral~,57~,73~
Yemeklerini ve caylarini begendigim.,Yemeklerini~caylarini~,FOOD#QUALITY~DRINKS#QUALITY~,positive~positive~,0~15~,11~24~
Fiyat olarak gayet mantikli bir isletme.,Fiyat~,RESTAURANT#PRICES~,positive~,0~,5~
Tavsiyemdir,NULL~,RESTAURANT#GENERAL~,positive~,0~,0~
Kendilerine özel biraları mevcut olsaydı belki daha güzel olurdu ama standart biralardan içmek durumunda kaldık.,biraları~,DRINKS#STYLE_OPTIONS~,negative~,17~,25~
Bunun haricinde servis iyi garsonlar güleryüzlü ve rahat bir mekan.,garsonlar~servis~mekan~,SERVICE#GENERAL~SERVICE#GENERAL~AMBIENCE#GENERAL~,positive~positive~positive~,27~16~61~,36~22~66~
Yemekler de farklı tadlar var.,Yemekler~,FOOD#STYLE_OPTIONS~,positive~,0~,8~
Cuma iş çıkışı arkadaşlarla takılmalık bir mekan.,mekan~,AMBIENCE#GENERAL~,positive~,43~,48~
Çok fazla lezzetli alternatifi bulunan menüsünü seviyorum.,menüsünü~menüsünü~,FOOD#STYLE_OPTIONS~FOOD#QUALITY~,positive~positive~,39~39~,47~47~
Citys'in alt katındayken tanıdık sevdik.,NULL~,RESTAURANT#GENERAL~,positive~,0~,0~
"Magnolia'sı ayrı, limonatası ayrı güzel.",Magnolia'sı~limonatası~,FOOD#QUALITY~DRINKS#QUALITY~,positive~positive~,0~18~,11~28~
