text,target,category,polarity,from,to
"Deze waren vergezeld van groentjes, frietjes en sausjes."
Alles was prima in orde en dit voor een goede prijs.,NULL~NULL~,FOOD#QUALITY~FOOD#PRICES~,positive~positive~,0~0~,0~0~
Wij gaan zeker en vast terug,NULL~,RESTAURANT#GENERAL~,positive~,0~,0~
Is niet Amadeus maar wel dit restaurant.
De service is er vlot en goed en de ribbetjes zijn er heel lekker en niet zo vet als in eerder vermelde zaak.,ribbetjes~service~,FOOD#QUALITY~SERVICE#GENERAL~,positive~positive~,36~3~,45~10~
We zijn hier al meerdere malen geweest en de kwaliteit is altijd dezelfde iets wat ergens anders wel eens durft tegenvallen.,NULL~,RESTAURANT#GENERAL~,positive~,0~,0~
"M.i. een aanrader, toch voor de chateaubriand bouquetière: meestal heerlijk vlees en overdaad inzake hoeveelheid, de groenten zwemmen in de boter maar smelten in je mond.",chateaubriand bouquetière~NULL~,FOOD#QUALITY~RESTAURANT#GENERAL~,positive~positive~,32~0~,57~0~
"Heel af en toe is het eens wat minder, gelukkig meestal top."
Jammer dat de wijnen recentelijk nog eens 10-15% opgeslagen zijn (een modale 2010 châteauneuf du pape kost er nu 90 euro).,wijnen~2010 châteauneuf du pape~,DRINKS#PRICES~DRINKS#PRICES~,negative~negative~,14~77~,20~101~
"Het is er vaak druk en eerder rumoerig, vraag een plaatsje aan de guide michelins (max. 3 p.) of in de achterste zaal.",NULL~,AMBIENCE#GENERAL~,negative~,0~,0~
De bar/lounge met rokers-annex is gezellig en slaagt er elke avond in mensen te overtuigen om tevblijven plakken.,bar/lounge met rokers-annex~,AMBIENCE#GENERAL~,positive~,3~,30~
"Geen top-restaurant maar toch een aanrader, zeker voor de oervlaamse bon-vivant met grotere honger.",top-restaurant~,RESTAURANT#GENERAL~,neutral~,5~,19~
Wij blijven er regelmatig met plezier teruggaan.,NULL~,RESTAURANT#GENERAL~,positive~,0~,0~
Mijn partner en ik hadden zaterdag (13/9/2014) gereserveerd om 19u30.
We waren hier reeds verscheidene malen geweest en wisten dat de kwaliteit van de steaks top is.,steaks~,FOOD#QUALITY~,positive~,81~,87~
"Bij de reservatie hadden we gevraagd om in de veranda te kunnen zitten, dit was echter niet genoteerd.",NULL~,SERVICE#GENERAL~,negative~,0~,0~
Gelukkig was er nog een tafeltje voor 2 peronen vrij in de veranda dus dit was ok.
"Al heel vlug kregen we een hapje (plakje ""Gentse Kop"") en werd onze bestelling opgenomen door een vriendelijke dame.",dame~,SERVICE#GENERAL~,positive~,111~,115~
We bestelden ook een flesje witte huiswijn en een fles water.
Na een tiental minuutjes kwamen de wijn en het water op tafel.,NULL~,SERVICE#GENERAL~,neutral~,0~,0~
Niet veel later werd ook ons voorgerechtje geserveerd.,NULL~,SERVICE#GENERAL~,positive~,0~,0~
En toen ging de tijd heel langzaam.,NULL~,SERVICE#GENERAL~,negative~,0~,0~
"De tafel werd afgeruimd en het wachten op ons hoofdgerecht (filet puur: de ene bleu gebakken, de andere saignant) kon beginnen.",NULL~,SERVICE#GENERAL~,negative~,0~,0~
Ik vond dat we nog redelijk geduldig waren want pas na 1u30 wachten vroegen we of ons eten nog dezelfde avond zouden krijgen.,NULL~,SERVICE#GENERAL~,negative~,0~,0~
"Als antwoord kregen we: ""als ik eerlijk mag zijn, ik weet het echt niet"".",NULL~,SERVICE#GENERAL~,negative~,0~,0~
Ondertussen was onze fles wijn reeds leeg dus bestelden we een tweede fles.
Rondom ons hoorden we andere mensen ook klagen (sommige waren reeds 2u30 aan het wachten).
Toen we uiteindelijk om 21u45 (na 2u15 wachten) onze steak kregen was de steak (die bleu gebakken moest zijn) eigenlijk koud.,steak~NULL~,FOOD#QUALITY~SERVICE#GENERAL~,negative~negative~,73~0~,78~0~
Onze vriendelijke dame heeft echter onmiddellijk ingegrepen en de steak terug meegenomen naar de keuken waarna hij perfect gebakken en warm werd geserveerd.,dame~steak~,SERVICE#GENERAL~FOOD#QUALITY~,positive~positive~,18~66~,22~71~
We hadden de chef reeds de hele avond klanten zien verwelkomen en praatjes zien slaan dus wilden we eigenlijk wel eens weten wat er aan de hand was (lange wachttijden).,chef~,SERVICE#GENERAL~,negative~,13~,17~
We vroegen aan onze dienster om de chef te kunnen spreken.
Ze heeft ons gezegd dat ze het hem gevraagd had maar blijkbaar heeft hij zich niet de moeite getroost om tot bij ons te komen en enige uitleg te verschaffen.,NULL~,SERVICE#GENERAL~,negative~,0~,0~
Blijkbaar moet je op zijn minst BV zijn om met de chef te kunnen praten.,chef~,SERVICE#GENERAL~,negative~,50~,54~
"Conclusie: kwaliteit was top maar zaakvoerder verlaagt zich niet om met gewone klanten te praten, hij laat liever de problemen oplossen door zijn personeel in plaats van zelf orde op zaken te stellen.",zaakvoerder~NULL~,SERVICE#GENERAL~FOOD#QUALITY~,negative~positive~,34~0~,45~0~
Heel zielig,NULL~,SERVICE#GENERAL~,negative~,0~,0~
Tof-Gezellig-Lekker!,NULL~,RESTAURANT#GENERAL~,positive~,0~,0~
Zeker de kreeft met de zes verschillende sausjes eens bestellen!,kreeft met de zes verschillende sausjes~,FOOD#QUALITY~,positive~,9~,48~
Uniek kader!!,NULL~,AMBIENCE#GENERAL~,positive~,0~,0~
De meest uitgelezen zondagsbrunch die ik al heb ervaren.,zondagsbrunch~,FOOD#STYLE_OPTIONS~,positive~,20~,33~
"Een schitterend kader met uitzicht op de graslei (inderdaad, Coeur d'Artichaut is niet langer in Onderbergen gevestigd, maar op de Korenlei!).",kader~kader~,AMBIENCE#GENERAL~AMBIENCE#GENERAL~,positive~positive~,16~16~,21~21~
"Het personeel is jong, spontaan, vriendelijk, en tegelijk voornaam.",personeel~,SERVICE#GENERAL~,positive~,4~,13~
"Alles begint met een glaasje uitgelezen Prosecco, en daarna begint het eigenlijke buffet: soep, koude voorgerechten, waarme voorgerechten, een speciaal stoofpotje van de chef (dit keer was het buikspek met trompettes de la mort), kaasschotel, zoete broodjes, dessert, een een chocoladefontein.",prosecco~,DRINKS#QUALITY~,positive~,40~,48~
"Aan tafel werd intussen witte en rode wijn geschonken, en uiteraard ook koffie."
Absoluut een aanrader!,NULL~,RESTAURANT#GENERAL~,positive~,0~,0~
Is nu in de mariot te Gent
Het minder goede hoteleten als brunch,brunch~,FOOD#QUALITY~,negative~,31~,37~
Mijn echtgenote was er heel de namiddag slecht van en zelf ook wee gevoel in de maag,NULL~,FOOD#QUALITY~,negative~,0~,0~
35 euro per persoon voor minderwaardig eten -beperkte keuze als brunch,eten~NULL~brunch~,FOOD#QUALITY~FOOD#PRICES~FOOD#STYLE_OPTIONS~,negative~negative~negative~,39~0~64~,43~0~70~
Enig pluspunt: vriendelljke bediening,bediening~,SERVICE#GENERAL~,positive~,28~,37~
Een piepklein authentiek Italiaans restaurant vlakbij de oude markt.,italiaans restaurant~,AMBIENCE#GENERAL~,neutral~,25~,45~
"Er is een ruime keuze aan pizza's, zowel vegetarisch, vlees als vis.",pizza's~,FOOD#STYLE_OPTIONS~,positive~,26~,33~
"Probeer de pizza 'whisky', een aanrader!",pizza 'whisky'~,FOOD#QUALITY~,positive~,11~,25~
"Gezellig restaurant, plaatsen op kleine 3 verdiepingen met voldoende plaats.",restaurant~,AMBIENCE#GENERAL~,positive~,9~,19~
"Snelle bediening, lekkere pizza's normale prijzen.",pizza's~pizza's~bediening~,FOOD#PRICES~FOOD#QUALITY~SERVICE#GENERAL~,neutral~positive~positive~,26~26~7~,33~33~16~
"Opmerkelijk is het aantal soorten pizza's, nooit elders gezien",pizza's~,FOOD#STYLE_OPTIONS~,positive~,34~,41~
"De enige zaak in Leuven met écht echt, met versgemaakte sorbets waarin ook effectief fruit inzit (en geen smaakstoffen+suiker), enorm grote bollen en supervriendelijke enthousiaste bediening!",bediening~sorbets~,SERVICE#GENERAL~FOOD#QUALITY~,positive~positive~,181~56~,190~63~
Overheerlijk ijs in centrum Leuven.,ijs~,FOOD#QUALITY~,positive~,13~,16~
ladeuzeplein biedt je mooie zitbanken waar je van dit heerlijk ijs kunt genieten.,ijs~,FOOD#QUALITY~,positive~,63~,66~
de bolletjes ijs worden gul uitgedeeld!,bolletjes ijs~,FOOD#STYLE_OPTIONS~,positive~,3~,16~
De porties zijn voor een brasserie vrij klein.,porties~,FOOD#STYLE_OPTIONS~,negative~,3~,10~
"Het is lekker, maar er is bijvoorbeeld amper brood bij een omelet met spek.",omelet met spek~NULL~,FOOD#STYLE_OPTIONS~FOOD#QUALITY~,negative~positive~,59~0~,74~0~
2 Kleine afgebakken broodjes en een mini omeletje zijn eigenlijk een teleurstelling.,omeletje~afgebakken broodjes~,FOOD#STYLE_OPTIONS~FOOD#STYLE_OPTIONS~,negative~negative~,41~9~,49~28~
De gerechten waren wel lekker.,gerechten~,FOOD#QUALITY~,positive~,3~,12~
"Aangezien het een leffe cafe is verwachtte ik een uitgebreid assortiment aan bieren, maar dit was niet het geval.",bieren~,DRINKS#STYLE_OPTIONS~,negative~,77~,83~
Er was vooral veel hoegaarden.
"Samengevat, leuk, gezellig maar geen top.",NULL~,RESTAURANT#GENERAL~,neutral~,0~,0~
Het eten was niet lekker en de bediening was niet erg vriendelijk.,bediening~eten~,SERVICE#GENERAL~FOOD#QUALITY~,negative~negative~,31~4~,40~8~
"Als je jarig bent bent krijg je een gratis glas spumante, maar dit krijg je pas NA het eten ipv vooraf zoals het hoort met een aperitief."
"Wij eten regelmatig in de Parma, één van de klassieke Leuvense restaurants."
De keuken is eerder Belgisch-Frans (allerlei steakbereidingen) maar wel met uitstekende ingrediënten (super mals vlees).,vlees~ingrediënten~,FOOD#QUALITY~FOOD#QUALITY~,positive~positive~,113~88~,118~100~
De bediening is zeer vriendelijk en snel.,bediening~,SERVICE#GENERAL~,positive~,3~,12~
"Vooral het gegrilde vlees (cote à l'os, chateaubriand,...) draagt onze voorkeur weg.",gegrilde vlees~,FOOD#QUALITY~,neutral~,11~,25~
"het intérieur is niet hip, maar degelijk.",intérieur~,AMBIENCE#GENERAL~,neutral~,4~,13~
"De gerechten zijn ook vrij klassiek, maar lekker.",gerechten~gerechten~,FOOD#STYLE_OPTIONS~FOOD#QUALITY~,negative~positive~,3~3~,12~12~
Een adres voor middags een hapje te eten.
We zijn al meerdere keren uit eten geweest in restaurant Timory.
Het restaurant is klassiek ingericht en dat straalt een charme uit.,restaurant~,AMBIENCE#GENERAL~,positive~,4~,14~
"Wij hebben genoten van de maandsuggestie ""filet pure met asperges""; klassiek bereid met respect voor de groente.",filet pure met asperges~filet pure met asperges~,FOOD#QUALITY~FOOD#QUALITY~,neutral~positive~,42~42~,65~65~
Bovendien weten wij de attente service van het zaalpersoneel bijzonder te waarderen.,zaalpersoneel~,SERVICE#GENERAL~,positive~,47~,60~
Een adresje in Leuven waar we blindelings opnieuw naar toe gaan.,adresje~,RESTAURANT#GENERAL~,positive~,4~,11~
"Ik heb nog geen maaltijd gegeten in de Timory, maar wel al enkele keren de ijsbekers geproefd."
"Mijn favoriet is de Emanuelle met bananen, banenenlikeur en warme chocoladesaus.","emanuelle met bananen, banenenlikeur en warme chocoladesaus~",FOOD#QUALITY~,positive~,20~,79~
"Ook de Na-aper met vanille, chocomousse, banaan en advokaat is zeer lekker.","na-aper met vanille, chocomousse, banaan en advokaat~",FOOD#QUALITY~,positive~,7~,59~
De bediening is vlot en vriendelijk en er heerst vaak een gezellige drukte.,NULL~bediening~,AMBIENCE#GENERAL~SERVICE#GENERAL~,positive~positive~,0~3~,0~12~
Prijzen zijn goed.,NULL~,RESTAURANT#PRICES~,positive~,0~,0~
"Dit restaurant bevindt zich aan de Markt (het grote plein), wij wilden hier niet eten omdat we er al vanuit gingen dat de kwaliteit niet al te best zou zijn, het is hier heel toeristisch.",restaurant~,LOCATION#GENERAL~,neutral~,4~,14~
"Na enige tijd wandelen door de straten rondom het plein zagen we een gezellig tentje en besloten naar binnen te gaan, het bleek de achteringang te zijn.",tentje~,AMBIENCE#GENERAL~,positive~,78~,84~
"De prijzen zijn echt heel hoog, voor 4 dunne sneetjes verbrand stokbrood met knoflook betaal je €5,50, en tot onze grote teleurstelling kwam de pizza à +/- €13,50 uit de diepvries!",stokbrood met knoflook~NULL~stokbrood met knoflook~pizza~,FOOD#QUALITY~RESTAURANT#PRICES~FOOD#STYLE_OPTIONS~FOOD#QUALITY~,negative~negative~negative~negative~,63~0~63~144~,85~0~85~149~
"Ook de bediening laat te wensen over, er kan geen glimlachje vanaf.",bediening~,SERVICE#GENERAL~,negative~,7~,16~
Geef je geld ergens anders uit!,NULL~,RESTAURANT#GENERAL~,negative~,0~,0~
Als toerist loop je in de mooie stad Brugge en heb je op een gegeven moment zin in lekker eten.
Je loopt op de markt waar veel eetgelegenheden je uitnodigen met aantrekkelijk geprijsde menu's
Je gaat zitten op het terras en bestelt iets van de menu kaart.
Bij de hoofdgerechten blijkt standaard geen patat of groente te zitten wat je als supplement kan bij bestellen.
"LET OP: Als de ober je vraagt of je stokbrood met kruidenboter wilt hebben, dit kost €5,5- euro voor een bordje met 3 zielige stukjes stokbrood per persoon dus niet eens een mandje voor meer personen!",stokbrood met kruidenboter~stokbrood met kruidenboter~,FOOD#STYLE_OPTIONS~FOOD#PRICES~,negative~negative~,36~36~,62~62~
"De friet die je apart moet bestellen kosten €,- voor een hele kleine portie en het sausje van €3,- is veel te waterig.",sausje~friet~,FOOD#QUALITY~FOOD#STYLE_OPTIONS~,negative~negative~,83~3~,89~8~
"Drankjes zijn abnormaal duur, €6,- voor een cola en €9,50 voor een Belgisch biertje!",drankjes~,DRINKS#PRICES~,negative~,0~,8~
En dan durven ze als je nog even aan het natafelen bent ook nog te vragen om je tafel af te staan omdat er een groep van 10 man je tafeltje nodig heeft.,NULL~,SERVICE#GENERAL~,negative~,0~,0~
"Als je achteraf de ober aanspreekt over de prijs dan is hij hier bekend mee maar ligt het aan de locatie, maar ondertussen wel zonder uitleg bordjes stokbrood verkopen voor €5,5",bordjes stokbrood~,FOOD#PRICES~,negative~,141~,158~
"Deze ondernemer heeft duidelijk geen zin om klanten te bewegen om de volgende dag terug te komen, nee elke klant die ze een poot kunnen uitdraaien is er is weer kassa en morgen lopen er weer honderden toeristen in deze val!",ondernemer~,RESTAURANT#GENERAL~,negative~,5~,15~
Als je je verblijf in Brugge niet wil laten verpesten ga dan zeker niet op de markt eten maar zoek een ander leuk eet tentje op waar ze wel bekend zijn met de term klantenbinding en waar de prijs kwaliteit verhouding normaal is!
"ZEER SLECHTE ERVARING slechte wijn wordt verkocht als huiswijn voor 18,50€/1/2 liter men durft echter de lege fles niet laten zien omdat er op grote schaal bedrog wordt gepleegd met merk en kwaliteit frites maar half afgebakken, saus koud en op elk gerecht hetzelfde personeel is beschaamd voor de manier waarop ze het clienteel moeten bedriegen ZEKER GEEN AANRADER",frites~wijn~NULL~NULL~saus~saus~personeel~,FOOD#QUALITY~DRINKS#QUALITY~RESTAURANT#GENERAL~RESTAURANT#GENERAL~FOOD#QUALITY~FOOD#STYLE_OPTIONS~SERVICE#GENERAL~,negative~negative~negative~negative~negative~negative~negative~,200~30~0~0~229~229~267~,206~34~0~0~233~233~276~
".. buiten in de zon op het terras aan de Eiermarkt, een leuk pleintje grenzend aan de Markt.",terras aan de eiermarkt~,LOCATION#GENERAL~,positive~,27~,50~
"Toen de ober ons de menukaart overhandigde, vroegen we hem naar het menu geschreven op het bord buiten -3 gangen 17.50 euro-"
"Dit bleek betrekking te hebben op de lunch, maar we konden deze gerust bestellen, (het was over zessen in de avond) de porties waren alleen wat kleiner volgens de ober.",porties~ober~,FOOD#STYLE_OPTIONS~SERVICE#GENERAL~,neutral~positive~,119~163~,126~167~
We besloten om toch maar het 'volwassen' menu te nemen van 29.50.
Of we haast hadden?...
"Nee dat hadden we niet, we zaten gezellig, leuke locatie, mensen kijken, prachtig weer!",locatie~NULL~,LOCATION#GENERAL~AMBIENCE#GENERAL~,positive~positive~,49~0~,56~0~
"Na een dik half uurtje kwam mijn vissoep en die was voortreffelijk, mocht alleen wel wat warmer zijn.",vissoep~NULL~,FOOD#QUALITY~SERVICE#GENERAL~,positive~neutral~,33~0~,40~0~
Ook de escargots van mijn partner waren heerlijk.,escargots~,FOOD#QUALITY~,positive~,7~,16~
"Daarna de mosselen, voor mij in witte wijn en voor mijn man met knoflook, 't Smaakte prima, mosselen wat aan de kleine kant.",mosselen~mosselen~,FOOD#STYLE_OPTIONS~FOOD#QUALITY~,negative~positive~,92~92~,100~100~
Schaaltje frieten erbij.
Paar bolletjes citroenijs na.
De ober was correct en vriendelijk.,ober~,SERVICE#GENERAL~,positive~,3~,7~
"De rekening was 82.50 euro, incl. een Kirr (5.-) en een karafje witte wijn van een halve ltr (18.- euro)."
"Niet goedkoop, maar dat verwachtte we ook niet, ik vond Brugge over het algemeen genomen best prijzig, niet alleen Cafe Belfort.",cafe belfort~,RESTAURANT#PRICES~,neutral~,115~,127~
Hadden we de reviews over dit restaurant van tevoren gelezen dan waren we daar niet gaan eten en dat zou jammer geweest zijn!
Bar en bar slechte tent.,tent~,RESTAURANT#GENERAL~,negative~,19~,23~
Ik zou het iedereen afraden!,NULL~,RESTAURANT#GENERAL~,negative~,0~,0~
"Ik zit er nu en we werden net gewoon uitgelachen door de ober omdat we ""maar 2 thee"" hadden besteld.",ober~,SERVICE#GENERAL~,negative~,57~,61~
Geen fooi en wij komen hier nooit meer!,NULL~,RESTAURANT#GENERAL~,negative~,0~,0~
Zelfingenomen eikels!,eikels~,SERVICE#GENERAL~,negative~,14~,20~
"Het eten (3 gangen) werden op 40 minuten gebracht, voorgerecht was nog eetbaar, maar de waterzooi was meer bot dan kip en zag er verschrikkelijk wansmakelijk uit, het stoofvlees was ongelofelijk droog.",waterzooi~stoofvlees~waterzooi~voorgerecht~eten~,FOOD#STYLE_OPTIONS~FOOD#QUALITY~FOOD#QUALITY~FOOD#QUALITY~SERVICE#GENERAL~,negative~negative~negative~neutral~negative~,88~167~88~51~4~,97~177~97~62~8~
Echt géén aanrader...,NULL~,RESTAURANT#GENERAL~,negative~,0~,0~
"Lachwekkende vertoning, een ander schreef hier al over dat het net Fawlty Towers is.",vertoning~,RESTAURANT#GENERAL~,negative~,13~,22~
Zo dachten wij er ook over.
"We hadden een menu van 17 euro genomen, vooraf paté wat wel smaakte.",paté~,FOOD#QUALITY~,neutral~,47~,51~
Maar toen kregen we stoofvlees met friet.
"Dat leek wel een kinderportie, 5 blokjes vlees en een paar frietjes.",NULL~,FOOD#STYLE_OPTIONS~,negative~,0~,0~
Biertje bij het eten waar ze 8 euro voor vroegen.,biertje~,DRINKS#PRICES~,negative~,0~,7~
Ze probeerde nog van alles aan te smeren tijdens de maaltijd.,NULL~,SERVICE#GENERAL~,negative~,0~,0~
Blij dat we dat niet gedaan hebben.
We hadden beter naar het frietkot kunnen gaan.,NULL~,RESTAURANT#GENERAL~,negative~,0~,0~
Wat een zeldzame ballentent.,ballentent~,RESTAURANT#GENERAL~,negative~,17~,27~
Al lopend over de gezellige Eiermarkt gaan zitten op terras van restaurant 't Voutje.
Zag er van de buitenkant leuk uit.,NULL~,AMBIENCE#GENERAL~,positive~,0~,0~
We hadden elders al een kleinigheid gegeten.
"Derhalve gekozen voor beperkt menu van €17,-"
"Was niet verkeerd, smaak was redelijk tot goed.",smaak~,FOOD#QUALITY~,neutral~,19~,24~
"Maar kennelijk viel de klandizie tegen, want halverwege onze maaltijd begon men om 21.00 uur de lege tafeltjes op te ruimen en te verplaatsen naar de 'nachtstand '.",NULL~,SERVICE#GENERAL~,negative~,0~,0~
"Bediening was chagrijnig, er kon geen lachje vanaf.",bediening~,SERVICE#GENERAL~,negative~,0~,9~
"Kortom, geen aanrader.",NULL~,RESTAURANT#GENERAL~,negative~,0~,0~
"Ik zou de volgende keer echt kiezen voor een ander restaurant, die zijn er echt genoeg in Brugge."
"Een kwestie van: Voutje, bedankt!!!!!"
"In een Fawlty Towers tafereel kreeg de vrouwelijke Basyl in ons bijzijn de mantel uitgeveegd van de vrouwelijke John Cleese, de uitbaatster.",fawlty towers tafereel~,AMBIENCE#GENERAL~,negative~,7~,29~
Het arme wicht had per ongeluk de mosselen van onze buren aan ons geserveerd.,wicht~,SERVICE#GENERAL~,neutral~,9~,14~
"Ik had ook mosselen besteld, dus ik was lekker beginnen te eten."
Plotseling werd de kom met mosselen door de vrouwelijke John Cleese onder mijn neus vandaan gerukt.,john cleese~,SERVICE#GENERAL~,negative~,56~,67~
Mijn opmerking dat ik al had gegeten van de mosselen werd met een chagrijnige sneer beantwoord dat deze maaltijd in de vuilnisbak zou worden gedeponeerd.,NULL~,SERVICE#GENERAL~,negative~,0~,0~
enkele seconden later kwam ze doodleuk met een stalen gezicht dezelfde schaal opdienen bij onze buren.,NULL~,SERVICE#GENERAL~,negative~,0~,0~
"Hilarisch voor in een comedy, de werkelijkheid is om te huilen, zo amateuristisch.",NULL~,RESTAURANT#GENERAL~,negative~,0~,0~
Wegblijven bij deze ballentent is mijn enige advies.,ballentent~,RESTAURANT#GENERAL~,negative~,20~,30~
Toevallig terecht gekomen om te lunchen.
Personeel niet vriendelijk.,personeel~,SERVICE#GENERAL~,negative~,0~,9~
De kaart vermeld geen non-alcoholische dranken.,kaart~,DRINKS#STYLE_OPTIONS~,negative~,3~,8~
"Als je er naar vraagt, serveren ze enkel water per 0,5l (waarvan je dan de prijs nog niet weet).",NULL~,DRINKS#STYLE_OPTIONS~,negative~,0~,0~
We namen kip met frietjes.
Eten was van zeer slechte kwaliteit.,eten~,FOOD#QUALITY~,negative~,0~,4~
Wijn was niet te drinken.,wijn~,DRINKS#QUALITY~,negative~,0~,4~
Wat een vriendelijke bediening.,bediening~,SERVICE#GENERAL~,positive~,21~,30~
"Menu genomen met diverse kleine voorgerechtjes, geweldig lekker.",menu~,FOOD#QUALITY~,positive~,0~,4~
"Daarna visgerechten, ook echt goed.",visgerechten~,FOOD#QUALITY~,positive~,7~,19~
Absoluut een aanrader.,NULL~,RESTAURANT#GENERAL~,positive~,0~,0~
Ons etentje bij The Olive Tree was een zeer aangename verrassing.,the olive tree~,RESTAURANT#GENERAL~,positive~,16~,30~
"Het eten is er puur Grieks, de bediening ontzettend vriendelijk en attent.",eten~bediening~,FOOD#QUALITY~SERVICE#GENERAL~,neutral~positive~,4~31~,8~40~
Wij kunnen dit restaurant zowel aan de locals als aan de toeristen aanraden.,restaurant~,RESTAURANT#GENERAL~,positive~,15~,25~
Dank voor de mooie avond.
Heel vriendelijk onthaal door de patron en kersverse gerechten met eerlijke wijnen.,wijnen~gerechten~patron~,DRINKS#QUALITY~FOOD#QUALITY~SERVICE#GENERAL~,positive~positive~positive~,76~53~33~,82~62~39~
Dolmades en een nooit geziene kwaliteit van de Moussaka;,moussaka~,FOOD#QUALITY~,positive~,47~,55~
"Mooie porties in een zeer gezellig kader, vlak aan de markt.",porties~kader~NULL~,FOOD#STYLE_OPTIONS~AMBIENCE#GENERAL~LOCATION#GENERAL~,positive~positive~positive~,6~35~0~,13~40~0~
Een aarader in hartje Brugge,NULL~,RESTAURANT#GENERAL~,positive~,0~,0~
"zeer vriendelijke uitbater, ik heb er lekkere gegrilde inktvis gegeten, door zijn ligging nogal duur en vooral op toeristen gericht, maar toch geen slechte ervaring!",NULL~ligging~gegrilde inktvis~uitbater~,RESTAURANT#GENERAL~LOCATION#GENERAL~FOOD#QUALITY~SERVICE#GENERAL~,neutral~negative~positive~positive~,0~82~46~18~,0~89~62~26~
Zowel de kaart als de suggesties brengen je op een hoogte waar elke fijnproever van droomt.,suggesties~kaart~,FOOD#STYLE_OPTIONS~FOOD#STYLE_OPTIONS~,positive~positive~,22~9~,32~14~
"De betere Wijn, gin en whisky zijn hier geen onbekende en de desserts zijn voor duimen en vingers op te eten en...","wijn, gin en whisky~desserts~",DRINKS#STYLE_OPTIONS~FOOD#QUALITY~,positive~positive~,10~61~,29~69~
Witte sangria aan gunstig prijsje en heerlijke salade met crème brulee van geitenkaas!,salade met crème brulee van geitenkaas~witte sangria~,FOOD#QUALITY~DRINKS#PRICES~,positive~positive~,47~0~,85~13~
Grappige en vriendelijke ober.,ober~,SERVICE#GENERAL~,positive~,25~,29~
Ongelooflijk lekkere gerechten aan een ongelofelijke prijs!,gerechten~gerechten~,FOOD#PRICES~FOOD#QUALITY~,positive~positive~,21~21~,30~30~
De gastvrouw is een prima kokkin en Tom is attent en vriendelijk!,kokkin~tom~,FOOD#QUALITY~SERVICE#GENERAL~,positive~positive~,26~36~,32~39~
Eén van de betere adressen in Brugge!,adressen~,RESTAURANT#GENERAL~,positive~,18~,26~
Zeker een goed restaurant.,restaurant~,RESTAURANT#GENERAL~,positive~,15~,25~
Wij kozen voor het driegangen dagmenu.
"Hierbij kregen wij ook nog dusdanig veel amuses, dat het makkelijk als viergangen had doorgekund.",amuses~,FOOD#STYLE_OPTIONS~,positive~,41~,47~
"Alles perfect op smaak, leuke en verrassende gerechten.",gerechten~NULL~,FOOD#STYLE_OPTIONS~FOOD#QUALITY~,positive~positive~,45~0~,54~0~
"Het toetje was wat aan de karige kant, maar de smaak was top.",toetje~toetje~,FOOD#QUALITY~FOOD#STYLE_OPTIONS~,positive~negative~,4~4~,10~10~
De bediening vond ik vrij informeel voor de setting.,bediening~,SERVICE#GENERAL~,neutral~,3~,12~
Geen probleem wat mij betreft.
Er werd bij elk gerecht duidelijk uitgelegd wat het was en waar het vandaan kwam.,NULL~,SERVICE#GENERAL~,positive~,0~,0~
"Nét niet sterrenwaardig, maar zeker een aanrader!",NULL~,RESTAURANT#GENERAL~,positive~,0~,0~
"Wat een topkok, wat een heerlijke amuses",amuses~NULL~,FOOD#QUALITY~FOOD#QUALITY~,positive~positive~,34~0~,40~0~
Culinair een 10,NULL~,FOOD#QUALITY~,positive~,0~,0~
Wanneer komt die ster (doe die drie van Karmeliet maar),NULL~,RESTAURANT#GENERAL~,positive~,0~,0~
Vriendelijke bediening,bediening~,SERVICE#GENERAL~,positive~,13~,22~
Mooie wijnen,wijnen~,DRINKS#STYLE_OPTIONS~,positive~,6~,12~
Dit is een restaurant voor speciale gelegenheden.
Je wordt er verwend vanaf het eerste hapje tot aan de verschillende lekkernijen bij de koffie.,NULL~,RESTAURANT#GENERAL~,positive~,0~,0~
Alles wordt zeer origineel gebracht en de smaken zijn top!,smaken~NULL~,FOOD#QUALITY~FOOD#STYLE_OPTIONS~,positive~positive~,42~0~,48~0~
Aangezien het mijn verjaardag was kreeg ik een speciaal bordje met een lekkere afsluiter.,afsluiter~,FOOD#QUALITY~,positive~,79~,88~
Mooi gedaan!
Wij hebben hier heerlijk gegeten!,NULL~,FOOD#QUALITY~,positive~,0~,0~
Lekkere wijn en hele vriendelijke bediening.,bediening~wijn~,SERVICE#GENERAL~DRINKS#QUALITY~,positive~positive~,34~8~,43~12~
"Leuke muziek, kortom een hele goede keuze.",NULL~muziek~,RESTAURANT#GENERAL~AMBIENCE#GENERAL~,positive~positive~,0~6~,0~12~
Wel reserveren want het is erg klein!,NULL~,AMBIENCE#GENERAL~,negative~,0~,0~
her restaurant heeft een beperkte kaart maar alle gerechten zijn copieus en lekker.,gerechten~gerechten~restaurant~,FOOD#STYLE_OPTIONS~FOOD#QUALITY~FOOD#STYLE_OPTIONS~,positive~positive~negative~,50~50~4~,59~59~14~
"de gastvrouw, tevens Brugse gids, maakt het verschil.",gastvrouw~,SERVICE#GENERAL~,positive~,3~,12~
"Wat een romantisch etentje met een Grouponbon moest worden, werd een regelrechte flop.",etentje~,RESTAURANT#GENERAL~,negative~,19~,26~
Wij hebben nog nooit zo slecht gegeten!,NULL~,FOOD#QUALITY~,negative~,0~,0~
