text,target,category,polarity,from,to
tant par la qualité des mets que par l'accueil;,mets~accueil~,FOOD#QUALITY~SERVICE#GENERAL~,negative~negative~,24~39~,28~46~
"En résumé, si vous pouvez éviter ce piège à touristes n'hésitez pas.",NULL~,RESTAURANT#GENERAL~,negative~,0~,0~
"Dans ce quartier très touristique, ce petit restaurant sans prétention propose des plats peu onéreux et même une formule menu très accessible.",restaurant~plats~formule menu~quartier~,RESTAURANT#MISCELLANEOUS~FOOD#PRICES~FOOD#PRICES~LOCATION#GENERAL~,neutral~positive~positive~neutral~,44~83~113~8~,54~88~125~16~
Certes il ne s'agit pas de grande cuisine mais le rapport qualité/prix est tout à fait honnête.,cuisine~NULL~,FOOD#QUALITY~FOOD#PRICES~,neutral~positive~,34~0~,41~0~
Un excellent emplacement avec un fort potentiel mais tout a été nul.,emplacement~NULL~,LOCATION#GENERAL~RESTAURANT#GENERAL~,positive~negative~,13~0~,24~0~
"Énorme attente pour prendre la commande et quand le serveur vient enfin, il prend la commande des derniers arrivés.",attente~serveur~,SERVICE#GENERAL~SERVICE#GENERAL~,negative~negative~,7~52~,14~59~
Longue attente encore pour avoir ses boissons.,attente~,SERVICE#GENERAL~,negative~,7~,14~
Beaucoup de personnes ont perdu patience et sont partis.,,,,,
"Serveurs pas aimables du tout, aucune classe.",Serveurs~,SERVICE#GENERAL~,negative~,0~,8~
Le pire a été au moment de payer.,,,,,
"Vu la lenteur pour qu'un serveur vienne jusqu'à nous, nous nous sommes dirigés vers les caisses pour payer.",serveur~,SERVICE#GENERAL~,negative~,25~,32~
Un des serveurs a été rapide cette fois ci en venant vers nous car il avait l'air de penser qu'on allait partir sans payer.,serveurs~,SERVICE#GENERAL~,negative~,7~,15~
Il nous a jeté un regard peu appréciable.,NULL~,SERVICE#GENERAL~,negative~,0~,0~
Vraiment le service aura été horrible du début jusqu'à la fin et ceux pour la plupart des clients qui étaient installés autour de nous.,service~,SERVICE#GENERAL~,negative~,12~,19~
Fuyezzzz,NULL~,RESTAURANT#GENERAL~,negative~,0~,0~
"Ils nous ont donné le mauvais plat, ensuite quand ils l'ont changé, le plat était froid.",NULL~plat~,SERVICE#GENERAL~FOOD#QUALITY~,negative~negative~,0~71~,0~75~
"On a commandé un moelleux au chocolat, un plat généralement difficile a rater, mais il était pas moelleux et il avait pas de goût.",moelleux au chocolat~,FOOD#QUALITY~,negative~,17~,37~
"Service de tres bonne qualité, restaurant agreable et cuisine delicieuse !",Service~restaurant~cuisine~,SERVICE#GENERAL~AMBIENCE#GENERAL~FOOD#QUALITY~,positive~positive~positive~,0~31~54~,7~41~61~
"Les produits sont frais et de saison, cest un regal !",produits~,FOOD#QUALITY~,positive~,4~,12~
Jy retournerai a coup sur pour decouvrir les autres plats de la carte.,NULL~,RESTAURANT#GENERAL~,positive~,0~,0~
Nous sommes allés diner dans ce restaurant à l'improviste nous y retournerons sans souci !,restaurant~,RESTAURANT#GENERAL~,positive~,32~,42~
Très bonne carte avec des plats simples mais recherchés.,carte~,FOOD#STYLE_OPTIONS~,positive~,11~,16~
Les serveurs sont vraiment très sympa et accueillant.,serveurs~,SERVICE#GENERAL~,positive~,4~,12~
Un délice dans ce quartier ou beaucoup de restaurants sont des pièges à touristes.,NULL~,RESTAURANT#GENERAL~,positive~,0~,0~
Je recommande vivement!,NULL~,RESTAURANT#GENERAL~,positive~,0~,0~
"J'y viens souvent le midi, crèpes excellentes et très grands choix.",crèpes~crèpes~,FOOD#QUALITY~FOOD#STYLE_OPTIONS~,positive~positive~,27~27~,33~33~
Les galettes sont savoureuses et à prix très raisonnables.,galettes~galettes~,FOOD#QUALITY~FOOD#PRICES~,positive~positive~,4~4~,12~12~
Service sympathique.,Service~,SERVICE#GENERAL~,positive~,0~,7~
"rien de transcendant; rapport qualité prix à peine moyen, ils sont tous comme ça dans la rue.",NULL~NULL~,RESTAURANT#PRICES~RESTAURANT#GENERAL~,neutral~neutral~,0~0~,0~0~
"propreté limite, toilettes à éviter.",NULL~,RESTAURANT#MISCELLANEOUS~,negative~,0~,0~
ne pas hésiter à faire quelques centaines de mètres supplémentaires.,NULL~,RESTAURANT#GENERAL~,negative~,0~,0~
"Très bon accueil, carte de brasserie complète, bon rapport qualité prix, cadre agréable.",accueil~carte~NULL~cadre~NULL~,SERVICE#GENERAL~FOOD#STYLE_OPTIONS~RESTAURANT#PRICES~AMBIENCE#GENERAL~RESTAURANT#GENERAL~,positive~positive~positive~positive~positive~,9~18~0~73~0~,16~23~0~78~0~
"Service très sympathique et efficace, nous avons été servi en moins de 10min un vendredi soir à 20h.",Service~,SERVICE#GENERAL~,positive~,0~,7~
"Qualité des plats très correcte, ma pièce du boucher était très bonne et tendre, et ma panna cotta délicieuse.",plats~pièce du boucher~panna cotta~,FOOD#QUALITY~FOOD#QUALITY~FOOD#QUALITY~,positive~positive~positive~,12~36~87~,17~52~98~
Evidemment ce n'est pas un resto gastronomique mais ce n'est pas ce qu'on lui demande!,resto~,RESTAURANT#GENERAL~,neutral~,27~,32~
"Des produits simples mais bons (oeufs au plat, tomates rôties et bacon), puis cheesecake maison réussi.",produits~cheesecake~,FOOD#QUALITY~FOOD#QUALITY~,positive~positive~,4~78~,12~88~
Le bémol fut l'attente et les serveurs sympathiques mais un peu dépassés,serveurs~attente~,SERVICE#GENERAL~SERVICE#GENERAL~,negative~negative~,30~15~,38~22~
,,,,,
"Repas de qualité et fait maison, très bon rapport qualité prix, juste à côté de la tour eiffel.",Repas~NULL~tour eiffel~,FOOD#QUALITY~FOOD#PRICES~LOCATION#GENERAL~,positive~positive~positive~,0~0~83~,5~0~94~
Accueil très sympathique.,Accueil~,SERVICE#GENERAL~,positive~,0~,7~
J'ai tendance à avoir des apprioris sur les repas dans les brasseries mais la nous avons été satisfait.,repas~,FOOD#QUALITY~,positive~,44~,49~
"Cuisine surgelée, de mauvaise qualité.",Cuisine~,FOOD#QUALITY~,negative~,0~,7~
Mauvaise cuisson des aliments.,aliments~,FOOD#QUALITY~,negative~,21~,29~
Pas de responsable dans le restaurant pour répondre à nos demandes.,NULL~,SERVICE#GENERAL~,negative~,0~,0~
Toutefois le service est très agréable,service~,SERVICE#GENERAL~,positive~,13~,20~
J'ai adoré ce restaurant!,restaurant~,RESTAURANT#GENERAL~,positive~,14~,24~
"Petit et chaleureux, nous avons super bien mangé!",NULL~NULL~,AMBIENCE#GENERAL~FOOD#QUALITY~,positive~positive~,0~0~,0~0~
"Le service était au TOP, l'accueil génial, notre plat excellent!",service~accueil~plat~,SERVICE#GENERAL~SERVICE#GENERAL~FOOD#QUALITY~,positive~positive~positive~,3~27~49~,10~34~53~
Je le recommande à tout le monde!,NULL~,RESTAURANT#GENERAL~,positive~,0~,0~
"Nous nous sommes arrêtés par hasard devant le restaurant, qui ne paye pas de mine de l'extérieur.",restaurant~,AMBIENCE#GENERAL~,negative~,46~,56~
Quelle bonne surprise !,NULL~,RESTAURANT#GENERAL~,positive~,0~,0~
"Des produits, frais, joliment présentés et très bons.",produits~produits~,FOOD#QUALITY~FOOD#STYLE_OPTIONS~,positive~positive~,4~4~,12~12~
"L'ensemble faisait preuve d'originalité sans être prétentieux, pour une somme très correcte.",NULL~NULL~NULL~,RESTAURANT#PRICES~RESTAURANT#MISCELLANEOUS~FOOD#STYLE_OPTIONS~,positive~positive~positive~,0~0~0~,0~0~0~
Les tarifs sont au dessus de la moyenne Parisienne au regard de la prestation tout aussi banale.,NULL~NULL~,RESTAURANT#PRICES~RESTAURANT#GENERAL~,negative~negative~,0~0~,0~0~
Le bémol significatif comme d autres l ont confirmé en amont dans les commentaires : l accueil et le service....PAS UN SOURIRE.,accueil~service~,SERVICE#GENERAL~SERVICE#GENERAL~,negative~negative~,87~101~,94~108~
..rien.,,,,,
.. servi avec un lance pierre !,NULL~,SERVICE#GENERAL~,negative~,0~,0~
Pas un merci ... quelle tristesse.,NULL~,SERVICE#GENERAL~,negative~,0~,0~
Alors en cas d'absolue nécessité uniquement pour la survie sinon cherchez dans les abords immédiats.,NULL~,RESTAURANT#GENERAL~,negative~,0~,0~
Pour rencontrer des gens beaucoup plus sympas.,NULL~,AMBIENCE#GENERAL~,negative~,0~,0~
Une catastrophe à éviter absolument.,NULL~,RESTAURANT#GENERAL~,negative~,0~,0~
"Nous y sommes allés avant un spectacle, les serveurs sont débordés et désagréables, un vrai cliché parisien!",serveurs~,SERVICE#GENERAL~,negative~,44~,52~
Un serveur qui avait servi deux fois la commande à une table voisine a juste crié sur ses clientes.,serveur~,SERVICE#GENERAL~,negative~,3~,10~
"Quant à nous, notre passage par les toilettes était mémorable, une heure d'attente (salle géante, 4 toilettes pour tout le monde, bien joué), une odeur nauséabonde et franchement une propreté plus que limite.",NULL~,RESTAURANT#MISCELLANEOUS~,negative~,0~,0~
"Ensuite, remontant dans la salle, un serveur énervé de nous entendre dire ""il n'y a pas de serviettes pour s'essuyer les mains en bas"" fait un croche-patte à mon mari, qui manque de s'étaler de tout son long par terre.",serveur~,SERVICE#GENERAL~,negative~,37~,44~
Une agression inutile qui nous a gaché la soirée.,NULL~,SERVICE#GENERAL~,negative~,0~,0~
"Bref, nous n'y retournerons jamais.",NULL~,RESTAURANT#GENERAL~,negative~,0~,0~
Ambiance et cadre très sympa!,Ambiance~cadre~,AMBIENCE#GENERAL~AMBIENCE#GENERAL~,positive~positive~,0~12~,8~17~
"Mais surtout des produits frais, enfin de vraies frites qui ne baignent pas dans l'huile, de la salade fraiche et un bon petit dessert!!",produits~frites~salade~dessert~,FOOD#QUALITY~FOOD#QUALITY~FOOD#QUALITY~FOOD#QUALITY~,positive~positive~positive~positive~,17~49~96~127~,25~55~102~134~
A recommander.,,,,,
Perso j'avais pris le tournedos à 16 euros.,,,,,
Très bon rapport qualité prix!,NULL~NULL~,FOOD#PRICES~FOOD#QUALITY~,positive~positive~,0~0~,0~0~
Le seul bon point le cadre très sympa.,cadre~,AMBIENCE#GENERAL~,positive~,21~,26~
Même en pleine hiver nous avons pu manger en terrasse grâce au chauffage extérieur.,terrasse~,AMBIENCE#GENERAL~,positive~,45~,53~
"Sinon c'est simple tout ce qui n'est pas préparer est bon, le reste sans saveur.",NULL~,FOOD#QUALITY~,negative~,0~,0~
Cocktail trop sucré vs bon vin.,Cocktail~vin~,DRINKS#QUALITY~DRINKS#QUALITY~,negative~positive~,0~27~,8~30~
Plateau de fromage charcuterie très bon vs Bruchetas et pâte sans goût.,Plateau de fromage charcuterie~Bruchetas~pâte~,FOOD#QUALITY~FOOD#QUALITY~FOOD#QUALITY~,positive~negative~negative~,0~43~56~,30~52~60~
"Mais surtout le pire nos plats sont arrivés avant l'entrée, nous avons donc signalé que nous n'avions pas eu l'entrée.",NULL~,SERVICE#GENERAL~,negative~,0~,0~
Nos entrée sont donc arrivées puis nos plats après une très longue attente alors que c'était les assiettes arrivées trop tôt qu'ils ont réchauffées... Des pâtes froides au dessus et qui fument en dessous = micro-onde.,attente~pâtes~,SERVICE#GENERAL~FOOD#QUALITY~,negative~negative~,67~155~,74~160~
Un pain qui sut de l'eau = micro onde.,pain~,FOOD#QUALITY~,negative~,3~,7~
Ils n'ont donc pas pris la peine de refaire nos assiettes.,NULL~,SERVICE#GENERAL~,negative~,0~,0~
Bref les plats préparés ne sont pas bon et ils se moquent des clients.,plats préparés~NULL~,FOOD#QUALITY~RESTAURANT#GENERAL~,negative~negative~,9~0~,23~0~
"Cuisine très quelconque dans un cadre pourtant ""bon chic bon genre"".",Cuisine~cadre~,FOOD#QUALITY~AMBIENCE#GENERAL~,negative~neutral~,0~32~,7~37~
Les vins y sont très chers.,vins~,DRINKS#PRICES~,negative~,4~,8~
Le maître d'hôtel méprisant et grossier.,maître d'hôtel~,SERVICE#GENERAL~,negative~,3~,17~
A fuir absolument !,NULL~,RESTAURANT#GENERAL~,negative~,0~,0~
Nous y sommes allé hier soir et nous avons été plus que déçus..,NULL~,RESTAURANT#GENERAL~,negative~,0~,0~
"Service lamentable, viandes médiocres et note très salée!",Service~viandes~NULL~,SERVICE#GENERAL~FOOD#QUALITY~RESTAURANT#PRICES~,negative~negative~negative~,0~20~0~,7~27~0~
A éviter de toute urgence!,NULL~,RESTAURANT#GENERAL~,negative~,0~,0~
Si vous voulez vous régaler de la mise en bouche au dessert n'hésitez pas à pousser la porte et de demander une table à l'étage.,NULL~,FOOD#QUALITY~,positive~,0~,0~
Pour les connaisseurs en dessert il faut surtout prendre le mille fleuilles au fruit rouge.,mille fleuilles au fruit rouge~,FOOD#QUALITY~,positive~,60~,90~
"Vous ne pouvez pas lècher l'assiette car cela ne se fait pas, mais vous avez beaucoup de regret que votre dessert soit terminer.",dessert~,FOOD#QUALITY~,positive~,106~,113~
"Ne pas se fier à l'entrée vide, tout se passe à l'étage.",NULL~,AMBIENCE#GENERAL~,positive~,0~,0~
"Belle déco, faible éclairage, accueil décontracté.",déco~éclairage~accueil~,AMBIENCE#GENERAL~AMBIENCE#GENERAL~SERVICE#GENERAL~,positive~neutral~positive~,6~19~30~,10~28~37~
Nous avons testé le menu dégustation à 70€.,,,,,
Il comprend 8 plats surprises et une amuse-bouche.,,,,,
Le service est rapide.,service~,SERVICE#GENERAL~,positive~,3~,10~
"Les petites quantités des entrées sont frustrantes, car les saveurs sont excellentes mais elles sont bien dosées pour arriver jusqu'au dessert.",entrées~NULL~NULL~,FOOD#STYLE_OPTIONS~FOOD#QUALITY~FOOD#STYLE_OPTIONS~,negative~positive~positive~,26~0~0~,33~0~0~
Les produits sont de saison.,produits~,FOOD#QUALITY~,positive~,4~,12~
Le chef maîtrise les mélanges de goûts et de textures.,NULL~,FOOD#QUALITY~,positive~,0~,0~
Cela manque peut-être un peu d'originalité mais on se régale tout de même.,NULL~NULL~,FOOD#STYLE_OPTIONS~FOOD#QUALITY~,negative~positive~,0~0~,0~0~
"Une bonne cuisine Française dans ce restaurant, un lieu très chaleureux, un bon service que demander de plus?",service~cuisine Française~lieu~,SERVICE#GENERAL~FOOD#QUALITY~AMBIENCE#GENERAL~,positive~positive~positive~,80~10~51~,87~27~55~
Je retournerais avec un grand plaisir dans ce restaurant.,restaurant~,RESTAURANT#GENERAL~,positive~,46~,56~
Brasserie parisienne de quartier ni plus ni moins.,Brasserie parisienne~,RESTAURANT#MISCELLANEOUS~,neutral~,0~,20~
Les plats sont corrects tout comme le service et l'ambiance.,service~ambiance~plats~,SERVICE#GENERAL~AMBIENCE#GENERAL~FOOD#QUALITY~,neutral~neutral~neutral~,38~51~4~,45~59~9~
Rien de négatif à dire sur ce restaurant mais il ne sort pas de l'ordinaire.,restaurant~,RESTAURANT#GENERAL~,neutral~,30~,40~
Nous y étions un samedi soir.,,,,,
"Deco pas mal, musique pour les 30/40 ans assez sympa.",Deco~musique~,AMBIENCE#GENERAL~AMBIENCE#GENERAL~,positive~neutral~,0~14~,4~21~
Bons cocktails et barman très sympa.,cocktails~barman~,DRINKS#QUALITY~SERVICE#GENERAL~,positive~positive~,5~18~,14~24~
"Choix de plats très classique, et qualité des plats médiocre.",plats~plats~,FOOD#QUALITY~FOOD#STYLE_OPTIONS~,negative~neutral~,9~9~,14~14~
"Service très perfectible (lent, et mal organisé).",Service~,SERVICE#GENERAL~,negative~,0~,7~
Je n'y retournerai pas sauf pour prendre un verre je pense.,NULL~,RESTAURANT#GENERAL~,negative~,0~,0~
"Le restaurant est très bien situé, proche du Sacré Coeur.",Sacré Coeur~restaurant~,LOCATION#GENERAL~LOCATION#GENERAL~,positive~positive~,45~3~,56~13~
Le service n'est pas très agréable mais est rapide !,service~service~,SERVICE#GENERAL~SERVICE#GENERAL~,positive~negative~,3~3~,10~10~
La pizza capricioza était bonne mais pas exceptionnel.,pizza capricioza~,FOOD#QUALITY~,neutral~,3~,19~
"Pour la salade, mon ami avait pris une salade, le prix était un peu élevé pour une salade verte et 2 tranches de jambon sous vide.",salade~salade~,FOOD#PRICES~FOOD#QUALITY~,negative~negative~,8~8~,14~14~
Bel endroit !,endroit~,RESTAURANT#GENERAL~,positive~,4~,11~
Entrées a partager : tres bonnes !,Entrées~,FOOD#QUALITY~,positive~,0~,7~
Par contre les plats : attention !,plats~,FOOD#QUALITY~,negative~,15~,20~
Portions ridicules!,Portions~,FOOD#STYLE_OPTIONS~,negative~,0~,8~
Et donc super cher pour ce que c'est !,NULL~,RESTAURANT#PRICES~,negative~,0~,0~
"Et gout , pas du tout a la hauteur du prix !",NULL~NULL~,FOOD#QUALITY~FOOD#PRICES~,negative~negative~,0~0~,0~0~
Decevant coté cuisine !,cuisine~,FOOD#QUALITY~,negative~,14~,21~
"Comment peut-on dire cuisine maison avec ces asperges en boite ,son boeuf bourguignon rempli de bas morceaux .....ces escargots decongeles etc ...cuisine française vraiment?",NULL~asperges~boeuf bourguignon~escargots~NULL~,FOOD#QUALITY~FOOD#QUALITY~FOOD#QUALITY~FOOD#QUALITY~FOOD#QUALITY~,negative~negative~negative~negative~negative~,0~45~68~118~0~,0~53~85~127~0~
"j'y suis venue par hasard avec mon fils et n'y mettrais plus les pieds malheureusement des étrangers sont venus eux aussi ,les pauvres !! l'accueil est médiocre et les prix bien trop eleves pour la qualité.",NULL~accueil~NULL~NULL~,RESTAURANT#GENERAL~SERVICE#GENERAL~RESTAURANT#PRICES~RESTAURANT#GENERAL~,negative~negative~negative~negative~,0~140~0~0~,0~147~0~0~
A bannir absolument.,NULL~,RESTAURANT#GENERAL~,negative~,0~,0~
"C'était pas mal mais malgré leur originalité et leur belle présentation, j'ai été un peu déçu par les plats : artichauts en boîte (les boîtes sont en bas de l'escalier...), viande un peu trop cuite, vins chers.",plats~viande~artichauts~vins~NULL~plats~,FOOD#QUALITY~FOOD#QUALITY~FOOD#QUALITY~DRINKS#PRICES~RESTAURANT#GENERAL~FOOD#STYLE_OPTIONS~,negative~negative~negative~negative~positive~positive~,102~173~110~199~0~102~,107~179~120~203~0~107~
"Ceci dit, la bonne humeur de la serveuse et la présentation des plats rattrapent un peu cet avis mitigé.",serveuse~plats~,SERVICE#GENERAL~FOOD#STYLE_OPTIONS~,positive~positive~,32~64~,40~69~
"Cela fait plusieurs fois qu'on y vient et on n'est jamais déçus, ni les proches qu'on y amène.",NULL~,RESTAURANT#GENERAL~,positive~,0~,0~
Leur couscous est vraiment excellent.,couscous~,FOOD#QUALITY~,positive~,5~,13~
"Les boulettes sont délicieuses, les brochettes d'agneau également.",boulettes~brochettes d'agneau~,FOOD#QUALITY~FOOD#QUALITY~,positive~positive~,4~36~,13~55~
Deux sortes de mélanges de légumes sont proposées en accompagnement.,,,,,
"La suggestion du chef change régulièrement et la dernière en date, couscous méchoui est particulièrement bonne.",suggestion du chef~couscous méchoui~,FOOD#STYLE_OPTIONS~FOOD#QUALITY~,neutral~positive~,3~67~,21~83~
"Pour ne rien gâcher, le cadre est agréable et le service attentionné.",cadre~service~,AMBIENCE#GENERAL~SERVICE#GENERAL~,positive~positive~,24~49~,29~56~
A tester absolument et venez en ayant très très faim !,NULL~,RESTAURANT#GENERAL~,positive~,0~,0~
Les tapas sont excellents...La charcuterie est de qualité aussi.,charcuterie~tapas~,FOOD#QUALITY~FOOD#QUALITY~,positive~positive~,31~4~,42~9~
Tout nous a donné envie...Rien à dire!,NULL~,FOOD#QUALITY~,positive~,0~,0~
Service agréable qui plus est.,Service~,SERVICE#GENERAL~,positive~,0~,7~
Bonne petite adresse!,adresse~,RESTAURANT#GENERAL~,positive~,13~,20~
Ni brasserie ni restaurant.,NULL~,RESTAURANT#GENERAL~,neutral~,0~,0~
Un simple café de quartier qui s'improvise restaurateur.,café~,RESTAURANT#GENERAL~,negative~,10~,14~
Des salades insipides et des plats réchauffés (mal).,salades~plats~,FOOD#QUALITY~FOOD#QUALITY~,negative~negative~,4~29~,11~34~
Carte des vins inexistante.,vins~,DRINKS#STYLE_OPTIONS~,negative~,10~,14~
Desserts industriels.,Desserts~,FOOD#QUALITY~,negative~,0~,8~
"On a l'impression que tout est improvisé, qu'il n'y a pas de compétence ni au niveau accueil, ni au niveau service, ni au niveau cuisine (plats surgelés).",accueil~service~cuisine~plats~NULL~,SERVICE#GENERAL~SERVICE#GENERAL~FOOD#QUALITY~FOOD#QUALITY~RESTAURANT#GENERAL~,negative~negative~negative~negative~negative~,85~107~129~138~0~,92~114~136~143~0~
Ambiance sonore beaucoup trop élevée pour un restaurant.,Ambiance~,AMBIENCE#GENERAL~,negative~,0~,8~
"Dommage pour eux, on n'a pas envie de renouveler l'expérience.",NULL~,RESTAURANT#GENERAL~,negative~,0~,0~
"la pire expérience culinaire de Paris, avec une addition astronomique : ravioles de homard à 20 euros ( les ravioles devaient avoir au moins 3 jours) puis dos de cabillaud pas cuit sur veilles pommes de terre, assorti de roquette pas fraiche à 47 euros.",NULL~NULL~ravioles de homard~ravioles de homard~dos de cabillaud~pommes de terre~roquette~dos de cabillaud~,RESTAURANT#PRICES~RESTAURANT#GENERAL~FOOD#QUALITY~FOOD#PRICES~FOOD#QUALITY~FOOD#QUALITY~FOOD#QUALITY~FOOD#PRICES~,negative~negative~negative~negative~negative~negative~negative~negative~,0~0~72~72~155~193~221~155~,0~0~90~90~171~208~229~171~
Nous n'avons pas pris de dessert.,NULL~,RESTAURANT#GENERAL~,negative~,0~,0~
La décoration est horrible.,décoration~,AMBIENCE#GENERAL~,negative~,3~,13~
a proscrire !,NULL~,RESTAURANT#GENERAL~,negative~,0~,0~
"Accueil très froid, la patronne est très antipathique et agressive.",Accueil~patronne~,SERVICE#GENERAL~SERVICE#GENERAL~,negative~negative~,0~23~,7~31~
On avait l'impression de la déranger en demandant de la mayonnaise ou de la moutarde.,NULL~,SERVICE#GENERAL~,negative~,0~,0~
"Le pavé de rumsteack commandé à point était trop cuit, on a trouvé un cheveu dans un hamburger ce qui n'a pas semblé les choquer.",pavé de rumsteack~NULL~,FOOD#QUALITY~RESTAURANT#MISCELLANEOUS~,negative~negative~,3~0~,20~0~
Le rosé était tiède.,rosé~,DRINKS#QUALITY~,negative~,3~,7~
Nous n'y retournerons pas et ne leur ferons pas de publicité,NULL~,RESTAURANT#GENERAL~,negative~,0~,0~
Manifestement ce restaurant a préféré tout miser sur le cadre au détriment de la cuisine !,cadre~cuisine~,AMBIENCE#GENERAL~FOOD#QUALITY~,positive~negative~,56~81~,61~88~
"Burger hyper sec, mal cuit, frites sans goût à part celui de l'huile, bière chaude... service assez sympathique et qui semblait presque plus navré que nous du naufrage total de cette soirée.",Burger~frites~bière~service~NULL~,FOOD#QUALITY~FOOD#QUALITY~DRINKS#QUALITY~SERVICE#GENERAL~RESTAURANT#GENERAL~,negative~negative~negative~positive~negative~,0~28~70~86~0~,6~34~75~93~0~
Assurément à éviter.,NULL~,RESTAURANT#GENERAL~,negative~,0~,0~
Ah !,,,,,
"J'oubliais : si vous trouvez votre cheeseburger à 14,50€ trop sec, on vous signale que vous auriez pu rajouter une feuille de salade ou un cornichon... facturés 0,50€ !",cheeseburger~cheeseburger~cheeseburger~,FOOD#QUALITY~FOOD#STYLE_OPTIONS~FOOD#PRICES~,negative~negative~negative~,35~35~35~,47~47~47~
Tout est dit.,NULL~,RESTAURANT#GENERAL~,negative~,0~,0~
Rideau.,NULL~,RESTAURANT#GENERAL~,negative~,0~,0~
"Un croque monsieur sans frite avec de la salade en sachet, évidement sans saveur...",croque monsieur~salade~,FOOD#STYLE_OPTIONS~FOOD#QUALITY~,negative~negative~,3~41~,18~47~
Je vous parler pas du prix...,NULL~,FOOD#PRICES~,negative~,0~,0~
"On trouve un chewing-gum collé au fond de notre verre d'eau, la serveuse ne s'excuse pas et met la faute sur le lave-vaisselle... on nous propose même pas un geste commercial il faut le demander au manager qui ne peut que nous offrir un café (mais on bois pas de café...).",NULL~serveuse~NULL~,RESTAURANT#MISCELLANEOUS~SERVICE#GENERAL~SERVICE#GENERAL~,negative~negative~negative~,0~64~0~,0~72~0~
"Encore une fois ce restau semble être la brasserie à touriste typiquement parisienne qui achète ses produits de basse qualité chez ""métro""et vous les fait payer un blinde !",restau~produits~produits~,RESTAURANT#MISCELLANEOUS~FOOD#PRICES~FOOD#QUALITY~,negative~negative~negative~,19~100~100~,25~108~108~
Pauvre touriste !,NULL~,RESTAURANT#GENERAL~,negative~,0~,0~
On y est allé pour un déjeuner.,,,,,
Accueil rapide et courtois.,Accueil~,SERVICE#GENERAL~,positive~,0~,7~
"Les plats, bien présentés, colorés et ragoutants, étaient copieux et savoureux.",plats~plats~,FOOD#QUALITY~FOOD#STYLE_OPTIONS~,positive~positive~,4~4~,9~9~
Desserts originaux et légers.,Desserts~Desserts~,FOOD#QUALITY~FOOD#STYLE_OPTIONS~,positive~positive~,0~0~,8~8~
"Nous n'avons pas pris de vin, je n'ai donc pas d'avis sur le sujet.",,,,,
"A l'heure où le Marais se transforme, change de visage et pas forcément dans le meilleur sens du terme, un vrai découverte ce soir !! Je confirme que depuis bien des années je n'ai pas aussi bien mangé dans ce quartier que ce soir !",NULL~NULL~,FOOD#QUALITY~RESTAURANT#GENERAL~,positive~positive~,0~0~,0~0~
"Un grand remerciement pour cette cuisine riche moderne et pleine de saveur, merci également à l'accueil au service, la gentillesse et le professionnalisme du personnel merci et merci encore",cuisine~accueil~service~personnel~cuisine~,FOOD#QUALITY~SERVICE#GENERAL~SERVICE#GENERAL~SERVICE#GENERAL~FOOD#STYLE_OPTIONS~,positive~positive~positive~positive~positive~,33~96~107~158~33~,40~103~114~167~40~
,,,,,
Bien évidemment que l'on paie l'emplacement mais ce n'est pas une raison.,emplacement~NULL~,LOCATION#GENERAL~RESTAURANT#PRICES~,positive~negative~,32~0~,43~0~
"La choucroute, le produit phare, est acide et se mange sans réel plaisir....c'est dommage avec un tel potentiel de ne pas faire mieux.",choucroute~NULL~,FOOD#QUALITY~RESTAURANT#GENERAL~,negative~negative~,3~0~,13~0~
Service correct et rapide il ne manque pas grand chose.,Service~NULL~,SERVICE#GENERAL~RESTAURANT#GENERAL~,positive~positive~,0~0~,7~0~
On a trouvé tout très bon mais l accueil pas très sympa et le service horrible.,accueil~service~,SERVICE#GENERAL~SERVICE#GENERAL~,negative~negative~,33~62~,40~69~
"La serveuse n a pas souri de tout le diner, elle nous a servi le premier plat avant des boissons, on a du demande des couverts et du pain trois fois.",serveuse~NULL~,SERVICE#GENERAL~SERVICE#GENERAL~,negative~negative~,3~0~,11~0~
Le prix est raisonnable pour la quantité mais le service est tellement horrible que du coup on a trouvé ça cher.,NULL~quantité~service~,RESTAURANT#PRICES~FOOD#STYLE_OPTIONS~SERVICE#GENERAL~,negative~neutral~negative~,0~32~49~,0~40~56~
C est l endroit parfait si on a envie de se faire oublier et ignorer!,endroit~,SERVICE#GENERAL~,negative~,8~,15~
On ne le recommend pas du tout!!!!,NULL~,RESTAURANT#GENERAL~,negative~,0~,0~
"Dans ce quartier tranquille, un restaurant où l'on peut diner dehors sous les arcades en dégustant une très bonne cuisine de saison.",quartier~cuisine~restaurant~,LOCATION#GENERAL~FOOD#QUALITY~AMBIENCE#GENERAL~,positive~positive~positive~,8~114~32~,16~121~42~
Un accueil sympathique et de bon conseil pour le choix des vins.,accueil~,SERVICE#GENERAL~,positive~,3~,10~
"De plus, un bon rapport qualité/prix pour ce restaurant parisien.",restaurant~restaurant~,RESTAURANT#PRICES~RESTAURANT#GENERAL~,positive~positive~,45~45~,55~55~
A recommander.,NULL~,RESTAURANT#GENERAL~,positive~,0~,0~
"Des produits frais,un accueil , un service sympathique et un menu déjeuner à un prix imbattable,ce restaurant mériterait d'être signalé dans les différents guides.",produits~service~menu déjeuner~restaurant~accueil~,FOOD#QUALITY~SERVICE#GENERAL~FOOD#PRICES~RESTAURANT#GENERAL~SERVICE#GENERAL~,positive~positive~positive~positive~positive~,4~35~61~99~22~,12~42~74~109~29~
